"update_day","country","asin","orders_count","units_count","avg_price","gmv","profit","brand"
"2019-12-19","Us","B07DJ429XX","40","41","$38.99","1598.59","501.54","CC"
"2019-12-19","Us","B07DJ3WCXX","25","25","$43.99","1099.75","369.35","CC"
"2019-12-19","Us","B07Y4ZTBXX","21","21","$43.99","923.79","329.58","CC"
"2019-12-19","Us","B07PSGNTXX","10","11","$36.99","406.89","72.42","CC"
"2019-12-19","Us","B07FNPP7XX","7","7","$38.99","272.93","20.60","CC"
"2019-12-19","Us","B07TSH3BXX","6","7","$41.39","289.73","71.73","CC"
"2019-12-19","Us","B07VMXD6XX","6","6","$36.99","221.94","67.58","CC"
"2019-12-19","Ca","B078NT86XX","3","3","$30.47","91.42","23.47","CC"
"2019-12-19","Us","B07TYV11XX","1","1","$46.99","46.99","13.53","CC"
"2019-12-19","Us","B07DJ32VXX","0","0","$0.00","0.00","0.00","CC"
"2019-12-19","Jp","B07XCMZ1XX","4","4","$27.21","108.86","4.61","AA"
"2019-12-19","Jp","B07X9LFKXX","1","1","$29.95","29.95","1.34","AA"
"2019-12-19","Us","B07QBPSQXX","26","26","$29.99","779.74","82.87","EE"
"2019-12-19","Us","B07QPR1PXX","16","16","$33.99","543.84","56.12","EE"
"2019-12-19","Us","B07QFR2XXX","14","15","$24.99","374.85","72.85","EE"
"2019-12-19","Us","B07QLPG6XX","4","4","$38.99","155.96","28.64","EE"
"2019-12-19","Us","B07QBPTNXX","4","4","$42.99","171.96","66.17","EE"
"2019-12-19","Us","B07TB311XX","2","2","$18.99","37.98","1.61","EE"
"2019-12-19","Us","B07TB3QWXX","2","2","$18.99","37.98","26.00","EE"
"2019-12-19","Us","B07R1HZVXX","1","2","$8.99","17.98","1.07","EE"
"2019-12-19","Us","B07QV4S8XX","1","1","$8.99","8.99","3.62","EE"
"2019-12-19","Us","B07QW51WXX","1","1","$11.99","11.99","7.66","EE"
"2019-12-19","Us","B07QV4QTXX","1","1","$8.99","8.99","1.66","EE"
"2019-12-19","Us","B07QLPG8XX","0","0","$0.00","0.00","0.00","EE"
"2019-12-19","Us","B07R2KP9XX","0","0","$0.00","0.00","4.02","EE"
"2019-12-19","Us","B07S4HN2XX","0","0","$0.00","0.00","0.60","EE"
"2019-12-19","Us","B07QY6R8XX","0","0","$0.00","0.00","0.99","EE"
"2019-12-19","Jp","B07VNCB3XX","7","7","$23.84","166.85","31.00","CC"
"2019-12-19","Jp","B07R5RLPXX","1","1","$24.48","24.48","5.43","CC"
"2019-12-19","Us","B06ZZRQKXX","9","9","$28.99","260.91","6.01","BB"
"2019-12-19","Us","B07NRMHVXX","9","11","$6.59","72.49","6.23","BB"
"2019-12-19","Us","B07JXYLXXX","8","8","$75.99","607.92","135.59","BB"
"2019-12-19","Us","B075M4S2XX","4","4","$43.99","175.96","39.69","BB"
"2019-12-19","Us","B07Q2BHCXX","4","4","$8.99","35.96","3.55","BB"
"2019-12-19","Us","B075M1F4XX","2","2","$40.99","81.98","5.02","BB"
"2019-12-19","Us","B07NRMHCXX","1","1","$14.99","14.99","0.58","BB"
"2019-12-19","Us","B06ZZRQLXX","0","0","$0.00","0.00","48.38","BB"
"2019-12-19","Jp","B01M3V7XXX","5","5","$21.71","112.04","16.93","DD"
"2019-12-19","Jp","B07R7PRDXX","4","4","$71.22","292.20","147.20","BB"
"2019-12-19","Jp","B07R9XMRXX","4","4","$71.23","288.55","77.52","BB"
"2019-12-19","Jp","B07R8TS8XX","1","1","$51.13","51.13","4.26","BB"
"2019-12-19","Us","B07WJYSSXX","33","34","$59.99","2039.66","579.85","AA"
"2019-12-19","Ca","B074M6KGXX","19","19","$30.47","579.02","35.44","AA"
"2019-12-19","Ca","B074M766XX","5","5","$35.05","175.24","17.59","AA"
"2019-12-19","Us","B07PN9S8XX","2","2","$89.99","179.98","52.30","AA"
"2019-12-19","Us","B07WNT69XX","1","1","$39.99","39.99","3.80","AA"
"2019-12-19","Ca","B072LW84XX","1","1","$91.44","91.44","35.12","AA"
"2019-12-19","Us","B07TS5LSXX","1","1","$79.99","79.99","14.89","AA"
"2019-12-19","Us","B07WYXSMXX","0","0","$0.00","0.00","48.39","AA"
"2019-12-19","Us","B071FH4HXX","0","0","$0.00","0.00","58.95","AA"
"2019-12-19","Us","B07RYKZBXX","10","10","$64.99","649.90","237.02","DD"
"2019-12-19","Us","B07HNXPXXX","8","8","$43.19","345.52","22.43","DD"
"2019-12-19","Us","B01N4876XX","7","7","$37.99","265.93","29.82","DD"
"2019-12-19","Us","B07HNXVZXX","3","3","$37.79","113.37","13.27","DD"
"2019-12-19","Ca","B06VTR57XX","3","3","$41.91","125.72","23.82","DD"
"2019-12-19","Us","B07HNTJ5XX","3","3","$39.99","119.97","4.74","DD"
"2019-12-19","Us","B01M29YGXX","2","2","$48.99","97.98","35.78","DD"
"2019-12-19","Us","B07PQ5XNXX","2","2","$85.99","171.98","53.09","DD"
"2019-12-19","Ca","B019R84IXX","1","1","$73.15","73.15","17.89","DD"
"2019-12-19","Us","B07PR959XX","0","0","$0.00","0.00","49.27","DD"
"2019-12-19","Us","B07S2QGSXX","0","0","$0.00","0.00","0.00","DD"
"2019-12-20","Us","B07NRMHVXX","13","14","$6.59","92.26","9.40","BB"
"2019-12-20","Us","B075M1F4XX","8","8","$40.99","327.92","38.44","BB"
"2019-12-20","Us","B06ZZRQKXX","8","9","$28.99","260.91","17.35","BB"
"2019-12-20","Us","B075M4S2XX","6","6","$43.99","263.94","59.50","BB"
"2019-12-20","Us","B07JXYLXXX","5","5","$75.99","379.95","74.17","BB"
"2019-12-20","Us","B07Q2BHCXX","5","7","$8.99","62.93","14.59","BB"
"2019-12-20","Us","B06ZZRQLXX","1","1","$34.99","34.99","9.78","BB"
"2019-12-20","Us","B07JD8ZHXX","0","0","$0.00","0.00","0.00","BB"
"2019-12-20","Us","B07NRMHCXX","0","0","$0.00","0.00","0.34","BB"
"2019-12-20","Us","B07WJYSSXX","56","56","$54.99","3079.44","661.00","AA"
"2019-12-20","Ca","B074M6KGXX","20","20","$30.44","608.78","38.03","AA"
"2019-12-20","Us","B07PN9S8XX","4","4","$89.99","359.96","104.56","AA"
"2019-12-20","Ca","B074M766XX","4","4","$35.01","140.02","15.76","AA"
"2019-12-20","Us","B07PPGQZXX","2","2","$89.99","179.98","37.00","AA"
"2019-12-20","Us","B07PRL2MXX","1","1","$79.99","79.99","21.44","AA"
"2019-12-20","Us","B077ZRP3XX","132","135","$34.22","4619.45","884.35","CC"
"2019-12-20","Us","B078NVL7XX","104","106","$33.14","3512.84","646.47","CC"
"2019-12-20","Us","B07KF8L7XX","91","92","$33.01","3036.79","536.65","CC"
"2019-12-20","Us","B07DJ4ZGXX","70","70","$32.55","2278.50","429.76","CC"
"2019-12-20","Us","B07DJ429XX","64","64","$38.99","2495.36","827.89","CC"
"2019-12-20","Us","B07Y4ZTBXX","32","32","$42.62","1363.69","521.97","CC"
"2019-12-20","Us","B07DJ3WCXX","29","30","$43.99","1319.70","454.70","CC"
"2019-12-20","Us","B07PSGNTXX","6","6","$36.99","221.94","13.27","CC"
"2019-12-20","Us","B07FNPP7XX","6","6","$38.99","233.94","21.12","CC"
"2019-12-20","Ca","B078NT86XX","4","4","$30.44","121.76","31.20","CC"
"2019-12-20","Us","B07VMXD6XX","4","4","$36.99","147.96","45.04","CC"
"2019-12-20","Us","B07TSH3BXX","3","3","$41.39","124.17","30.28","CC"
"2019-12-20","Us","B07TYV11XX","1","1","$46.99","46.99","13.19","CC"
"2019-12-20","Jp","B07VNCB3XX","9","9","$24.88","223.93","47.22","CC"
"2019-12-20","Jp","B07R5RLPXX","1","1","$24.52","24.52","5.44","CC"
"2019-12-20","Jp","B07RB45XXX","1","1","$26.35","26.35","7.92","CC"
"2019-12-20","Jp","B07R8XZPXX","1","1","$26.35","26.35","7.13","CC"
"2019-12-20","Jp","B07VPBDCXX","1","1","$53.79","53.79","18.61","CC"
"2019-12-20","Us","B07PQ5XNXX","14","14","$85.99","1203.86","381.55","DD"
"2019-12-20","Us","B07HNXVZXX","7","7","$37.79","264.53","11.77","DD"
"2019-12-20","Us","B07RYKZBXX","7","7","$64.99","454.93","174.47","DD"
"2019-12-20","Us","B01N4876XX","5","5","$37.99","189.95","14.54","DD"
"2019-12-20","Us","B07HNTJ5XX","3","3","$39.99","119.97","4.76","DD"
"2019-12-20","Us","B07HNXPXXX","3","3","$47.99","143.97","19.34","DD"
"2019-12-20","Ca","B06VTR57XX","3","3","$37.80","125.57","11.28","DD"
"2019-12-20","Us","B01M29YGXX","3","3","$48.99","146.97","53.73","DD"
"2019-12-20","Us","B07PR959XX","1","1","$108.99","108.99","14.10","DD"
"2019-12-20","Jp","B01M3V7XXX","4","4","$23.77","98.76","29.67","DD"
"2019-12-20","Jp","B07XCMZ1XX","9","9","$24.72","245.34","0.70","AA"
"2019-12-20","Jp","B07X9LFKXX","3","3","$27.00","90.01","1.62","AA"
"2019-12-20","Jp","B07R9XMRXX","4","4","$71.58","289.94","147.65","BB"
"2019-12-20","Jp","B07R7PRDXX","1","1","$73.17","73.17","37.67","BB"
"2019-12-20","Jp","B07R8TS8XX","1","1","$51.22","51.22","36.99","BB"
"2019-12-20","Us","B07QPR1PXX","28","28","$33.99","951.72","108.26","EE"
"2019-12-20","Us","B07QBPSQXX","23","23","$29.99","689.77","111.66","EE"
"2019-12-20","Us","B07QFR2XXX","8","8","$24.99","199.92","36.46","EE"
"2019-12-20","Us","B07QBPTNXX","4","5","$42.99","214.95","84.99","EE"
"2019-12-20","Us","B07TB311XX","4","4","$19.99","79.96","45.50","EE"
"2019-12-20","Us","B07S291NXX","3","3","$6.88","32.97","8.92","EE"
"2019-12-20","Us","B07QV4S8XX","3","4","$8.99","35.96","15.95","EE"
"2019-12-20","Us","B07QLPG6XX","3","3","$38.99","116.97","21.48","EE"
"2019-12-20","Us","B07R2KP9XX","2","3","$8.99","26.97","10.91","EE"
"2019-12-20","Us","B07S4HN2XX","2","2","$11.99","23.98","16.02","EE"
"2019-12-20","Us","B07QY6R8XX","2","2","$8.99","17.98","8.72","EE"
"2019-12-20","Us","B07QV4QTXX","1","1","$8.99","8.99","2.38","EE"
"2019-12-20","Us","B07QW51WXX","1","1","$5.27","11.99","1.20","EE"
"2019-12-20","Us","B07QLPG8XX","0","0","$0.00","0.00","37.83","EE"
"2019-12-20","Us","B07QZBDQXX","0","0","$0.00","0.00","3.95","EE"
"2019-12-20","Us","B07R1HZVXX","0","0","$0.00","0.00","5.01","EE"
"2019-12-21","Us","B077ZRP3XX","102","104","$37.19","3867.36","963.34","CC"
"2019-12-21","Us","B07DJ4ZGXX","66","66","$32.68","2157.18","414.47","CC"
"2019-12-21","Us","B078NVL7XX","58","58","$33.14","1922.12","359.76","CC"
"2019-12-21","Us","B07KF8L7XX","56","57","$34.19","1948.83","334.57","CC"
"2019-12-21","Us","B07DJ429XX","42","42","$38.99","1637.58","530.29","CC"
"2019-12-21","Us","B07DJ3WCXX","37","37","$40.21","1487.63","424.14","CC"
"2019-12-21","Us","B07Y4ZTBXX","13","13","$43.99","571.87","223.21","CC"
"2019-12-21","Us","B07VMXD6XX","8","8","$36.99","295.92","90.08","CC"
"2019-12-21","Us","B07FNPP7XX","7","7","$38.99","272.93","25.09","CC"
"2019-12-21","Us","B07PSGNTXX","3","3","$36.99","110.97","33.78","CC"
"2019-12-21","Ca","B078NT86XX","2","2","$30.44","60.88","15.60","CC"
"2019-12-21","Us","B07TSH3BXX","1","1","$45.99","45.99","14.62","CC"
"2019-12-21","Us","B07DJ32VXX","0","0","$0.00","0.00","66.86","CC"
"2019-12-21","Us","B07TYV11XX","0","0","$0.00","0.00","0.00","CC"
"2019-12-21","Jp","B01M3V7XXX","1","1","$27.43","27.43","5.68","DD"
"2019-12-21","Us","B06ZZRQKXX","8","8","$28.99","231.92","6.96","BB"
"2019-12-21","Us","B075M1F4XX","8","8","$40.99","327.92","15.91","BB"
"2019-12-21","Us","B07JXYLXXX","5","5","$75.99","379.95","75.02","BB"
"2019-12-21","Us","B07NRMHVXX","3","3","$6.59","19.77","9.48","BB"
"2019-12-21","Us","B07Q2BHCXX","2","2","$8.99","17.98","2.51","BB"
"2019-12-21","Us","B075M4S2XX","2","2","$43.99","87.98","19.84","BB"
"2019-12-21","Us","B07NRMHCXX","0","0","$0.00","0.00","0.64","BB"
"2019-12-21","Jp","B07R9XMRXX","6","6","$71.34","439.03","221.72","BB"
"2019-12-21","Jp","B07R7PRDXX","5","5","$71.71","365.86","185.42","BB"
"2019-12-21","Us","B07QBPSQXX","23","24","$29.99","719.76","117.52","EE"
"2019-12-21","Us","B07QFR2XXX","16","17","$24.99","424.83","95.22","EE"
"2019-12-21","Us","B07QPR1PXX","14","15","$33.99","509.85","54.55","EE"
"2019-12-21","Us","B07QLPG6XX","3","3","$38.99","116.97","21.48","EE"
"2019-12-21","Us","B07QV4S8XX","3","3","$8.99","26.97","10.91","EE"
"2019-12-21","Us","B07QBPTNXX","2","2","$42.99","85.98","23.54","EE"
"2019-12-21","Us","B07TB311XX","1","1","$19.99","19.99","12.12","EE"
"2019-12-21","Us","B07S291NXX","1","1","$10.99","10.99","7.08","EE"
"2019-12-21","Us","B07S4HN2XX","1","1","$5.99","11.99","1.40","EE"
"2019-12-21","Us","B07R1HZVXX","1","1","$8.99","8.99","0.28","EE"
"2019-12-21","Us","B07QW51WXX","1","2","$11.99","23.98","15.84","EE"
"2019-12-21","Us","B07TB3QWXX","1","1","$8.79","19.99","2.60","EE"
"2019-12-21","Us","B07QY6R8XX","0","0","$0.00","0.00","1.48","EE"
"2019-12-21","Us","B07QV4QTXX","0","0","$0.00","0.00","0.74","EE"
"2019-12-21","Us","B07R2KP9XX","0","0","$0.00","0.00","1.41","EE"
"2019-12-21","Jp","B07VNCB3XX","11","11","$26.16","287.78","67.76","CC"
"2019-12-21","Jp","B07R8XZPXX","4","4","$24.52","98.06","21.81","CC"
"2019-12-21","Jp","B07R5RLPXX","2","2","$24.52","49.03","10.90","CC"
"2019-12-21","Jp","B07X9LFKXX","1","1","$30.00","30.00","1.96","AA"
"2019-12-21","Jp","B07XCMZ1XX","0","0","$0.00","0.00","4.92","AA"
"2019-12-21","Us","B07WJYSSXX","42","42","$54.99","2309.58","595.86","AA"
"2019-12-21","Ca","B074M6KGXX","11","11","$30.44","334.83","24.59","AA"
"2019-12-21","Ca","B074M766XX","5","6","$35.01","210.04","19.98","AA"
"2019-12-21","Us","B07PN9S8XX","4","4","$89.99","359.96","104.56","AA"
"2019-12-21","Us","B07PPGQZXX","0","0","$0.00","0.00","0.00","AA"
"2019-12-21","Us","B071FH4HXX","0","0","$0.00","0.00","58.95","AA"
"2019-12-21","Us","B07RYKZBXX","7","7","$64.99","454.93","173.29","DD"
"2019-12-21","Us","B01N4876XX","7","7","$37.99","265.93","27.53","DD"
"2019-12-21","Us","B07HNXVZXX","6","6","$37.79","226.74","27.51","DD"
"2019-12-21","Us","B07HNXPXXX","6","6","$43.19","259.14","13.14","DD"
"2019-12-21","Us","B07PQ5XNXX","4","4","$79.99","319.96","84.43","DD"
"2019-12-21","Us","B07MDYLMXX","3","3","$54.99","164.97","43.27","DD"
"2019-12-21","Us","B07S2QGSXX","2","2","$54.99","109.98","19.31","DD"
"2019-12-21","Ca","B06VTR57XX","2","2","$41.86","83.71","14.20","DD"
"2019-12-21","Us","B07HNTJ5XX","1","1","$39.99","39.99","1.59","DD"
"2019-12-22","Us","B07QFR2XXX","8","8","$24.99","199.92","39.53","EE"
"2019-12-22","Us","B07QPR1PXX","7","10","$33.99","339.90","24.99","EE"
"2019-12-22","Us","B07QBPSQXX","7","7","$29.99","209.93","4.57","EE"
"2019-12-22","Us","B07QLPG6XX","3","3","$38.99","116.97","21.48","EE"
"2019-12-22","Us","B07QBPTNXX","2","2","$42.99","85.98","27.07","EE"
"2019-12-22","Us","B07R1HZVXX","1","1","$8.99","8.99","0.55","EE"
"2019-12-22","Us","B07QV4S8XX","1","1","$8.99","8.99","1.44","EE"
"2019-12-22","Us","B07QY6R8XX","1","1","$8.99","8.99","4.36","EE"
"2019-12-22","Us","B07TB3QWXX","1","1","$19.99","19.99","13.80","EE"
"2019-12-22","Us","B07TB311XX","0","0","$0.00","0.00","0.86","EE"
"2019-12-22","Us","B07S4HN2XX","0","0","$0.00","0.00","0.00","EE"
"2019-12-22","Us","B07R2KP9XX","0","0","$0.00","0.00","1.48","EE"
"2019-12-22","Us","B07QV4QTXX","0","0","$0.00","0.00","0.00","EE"
"2019-12-22","Jp","B01M3V7XXX","6","6","$26.06","164.60","22.70","DD"
"2019-12-22","Jp","B07R9XMRXX","4","4","$72.26","292.69","151.32","BB"
"2019-12-22","Jp","B07R7PRDXX","1","1","$68.64","72.26","33.29","BB"
"2019-12-22","Jp","B07R8TS8XX","1","1","$53.05","53.05","5.49","BB"
"2019-12-22","Us","B06ZZRQKXX","10","10","$28.99","289.90","8.14","BB"
"2019-12-22","Us","B075M4S2XX","2","2","$43.99","87.98","19.83","BB"
"2019-12-22","Us","B07Q2BHCXX","2","2","$8.99","17.98","2.83","BB"
"2019-12-22","Us","B07NRMHVXX","2","2","$6.59","13.18","5.75","BB"
"2019-12-22","Us","B075M1F4XX","1","1","$40.99","40.99","14.48","BB"
"2019-12-22","Us","B07J4S5DXX","0","0","$0.00","0.00","40.47","BB"
"2019-12-22","Us","B06ZZRQLXX","0","0","$0.00","0.00","0.00","BB"
"2019-12-22","Us","B07JXYLXXX","0","0","$0.00","0.00","27.10","BB"
"2019-12-22","Us","B07NRMHCXX","0","0","$0.00","0.00","3.83","BB"
"2019-12-22","Ca","B0748DQ4XX","0","0","$0.00","0.00","0.00","BB"
"2019-12-22","Jp","B07X9LFKXX","2","2","$30.00","60.01","6.62","AA"
"2019-12-22","Jp","B07XCMZ1XX","1","1","$28.17","28.17","2.25","AA"
"2019-12-22","Us","B07PQ5XNXX","8","8","$79.99","639.92","109.21","DD"
"2019-12-22","Us","B07HNXPXXX","5","5","$43.19","215.95","18.63","DD"
"2019-12-22","Us","B01N4876XX","5","5","$37.99","189.95","20.64","DD"
"2019-12-22","Ca","B06VTR57XX","3","3","$37.80","125.57","12.62","DD"
"2019-12-22","Us","B07MDYLMXX","3","3","$54.99","164.97","38.81","DD"
"2019-12-22","Us","B07RYKZBXX","2","2","$64.99","129.98","40.48","DD"
"2019-12-22","Us","B07S2QGSXX","1","1","$54.99","54.99","10.66","DD"
"2019-12-22","Us","B07HNTJ5XX","1","1","$48.99","48.99","7.41","DD"
"2019-12-22","Us","B07HNXVZXX","1","1","$43.99","43.99","16.49","DD"
"2019-12-22","Us","B07PR959XX","0","0","$0.00","0.00","0.00","DD"
"2019-12-22","Us","B07WJYSSXX","28","30","$54.99","1649.70","441.70","AA"
"2019-12-22","Ca","B074M6KGXX","9","9","$30.44","273.95","12.55","AA"
"2019-12-22","Us","B07PN9S8XX","5","5","$89.99","449.95","160.17","AA"
"2019-12-22","Ca","B074M766XX","2","2","$35.01","70.01","3.87","AA"
"2019-12-22","Us","B077ZRP3XX","41","41","$34.67","1421.39","196.10","CC"
"2019-12-22","Us","B07DJ3WCXX","26","26","$43.99","1143.74","426.25","CC"
"2019-12-22","Us","B07DJ4ZGXX","26","26","$33.29","865.54","127.02","CC"
"2019-12-22","Us","B078NVL7XX","25","25","$33.14","828.50","23.78","CC"
"2019-12-22","Us","B07DJ429XX","19","19","$38.99","740.81","244.34","CC"
"2019-12-22","Us","B07KF8L7XX","17","17","$34.19","581.23","84.32","CC"
"2019-12-22","Us","B07TSH3BXX","5","5","$41.39","206.95","51.25","CC"
"2019-12-22","Us","B07FNPP7XX","2","2","$38.99","77.98","4.19","CC"
"2019-12-22","Us","B07PSGNTXX","2","2","$36.99","73.98","21.96","CC"
"2019-12-22","Us","B07Y4ZTBXX","2","2","$43.99","87.98","33.60","CC"
"2019-12-22","Us","B07VMXD6XX","2","2","$36.99","73.98","22.52","CC"
"2019-12-22","Ca","B078NT86XX","2","2","$30.44","60.88","15.60","CC"
"2019-12-22","Us","B07TYV11XX","0","0","$0.00","0.00","0.75","CC"
"2019-12-22","Jp","B07VNCB3XX","4","4","$26.16","104.65","20.48","CC"
"2019-12-22","Jp","B07RB45XXX","2","2","$24.52","49.03","12.50","CC"
"2019-12-22","Jp","B07R8XZPXX","2","2","$24.52","49.03","10.90","CC"
"2019-12-23","Us","B07QFR2XXX","4","4","$24.99","99.96","18.90","EE"
"2019-12-23","Us","B07QBPSQXX","4","4","$29.99","119.96","15.03","EE"
"2019-12-23","Us","B07QV4QTXX","2","2","$8.99","17.98","4.06","EE"
"2019-12-23","Us","B07QPR1PXX","2","2","$33.99","67.98","3.77","EE"
"2019-12-23","Us","B07TB3QWXX","2","2","$8.79","39.98","1.37","EE"
"2019-12-23","Us","B07QV4S8XX","1","1","$8.99","8.99","4.36","EE"
"2019-12-23","Us","B07QBPTNXX","0","0","$0.00","0.00","84.66","EE"
"2019-12-23","Us","B07QY6R8XX","0","0","$0.00","0.00","2.18","EE"
"2019-12-23","Us","B07R1HZVXX","0","0","$0.00","0.00","2.16","EE"
"2019-12-23","Us","B07R2KP9XX","0","0","$0.00","0.00","0.72","EE"
"2019-12-23","Us","B07S4HN2XX","0","0","$0.00","0.00","0.00","EE"
"2019-12-23","Us","B07TB311XX","0","0","$0.00","0.00","0.00","EE"
"2019-12-23","Us","B078NVL7XX","13","13","$33.14","430.82","58.86","CC"
"2019-12-23","Us","B07KF8L7XX","11","11","$34.19","376.09","51.21","CC"
"2019-12-23","Us","B07DJ4ZGXX","9","9","$33.03","297.31","65.37","CC"
"2019-12-23","Us","B077ZRP3XX","9","9","$38.59","347.31","17.93","CC"
"2019-12-23","Us","B07Y4ZTBXX","6","6","$43.99","263.94","6.24","CC"
"2019-12-23","Us","B07DJ429XX","5","6","$38.99","233.94","42.70","CC"
"2019-12-23","Us","B07DJ3WCXX","2","2","$43.99","87.98","5.79","CC"
"2019-12-23","Us","B07VMXD6XX","1","1","$36.99","36.99","11.27","CC"
"2019-12-23","Us","B07FNPP7XX","0","0","$0.00","0.00","36.91","CC"
"2019-12-23","Us","B07DJ32VXX","0","0","$0.00","0.00","35.89","CC"
"2019-12-23","Us","B07TSH3BXX","0","0","$0.00","0.00","36.98","CC"
"2019-12-23","Us","B07TYV11XX","0","0","$0.00","0.00","1.02","CC"
"2019-12-23","Us","B07PSGNTXX","0","0","$0.00","0.00","1.17","CC"
"2019-12-23","Us","B06ZZRQKXX","3","3","$28.99","86.97","3.50","BB"
"2019-12-23","Us","B075M1F4XX","2","2","$40.99","81.98","5.53","BB"
"2019-12-23","Us","B07JXYLXXX","1","1","$99.99","99.99","44.42","BB"
"2019-12-23","Us","B07NRMHVXX","1","1","$6.59","6.59","3.11","BB"
"2019-12-23","Us","B07NRMHCXX","1","1","$15.99","15.99","4.00","BB"
"2019-12-23","Ca","B0748DQ4XX","0","0","$0.00","0.00","48.80","BB"
"2019-12-23","Ca","B072BP12XX","0","0","$0.00","0.00","0.00","BB"
"2019-12-23","Us","B07Q2BHCXX","0","0","$0.00","0.00","2.25","BB"
"2019-12-23","Jp","B01M3V7XXX","6","6","$26.04","164.45","22.63","DD"
"2019-12-23","Jp","B07R7PRDXX","2","2","$72.19","144.38","73.69","BB"
"2019-12-23","Jp","B07R8TS8XX","2","2","$53.00","106.00","10.95","BB"
"2019-12-23","Jp","B07R9XMRXX","1","1","$69.45","73.11","33.85","BB"
"2019-12-23","Us","B01N4876XX","3","3","$37.99","113.97","13.87","DD"
"2019-12-23","Us","B07HNXPXXX","2","2","$43.19","86.38","0.72","DD"
"2019-12-23","Us","B07HNXVZXX","1","1","$43.99","43.99","0.20","DD"
"2019-12-23","Us","B07PR959XX","1","1","$108.99","108.99","64.70","DD"
"2019-12-23","Us","B07PQ5XNXX","1","1","$79.99","79.99","10.59","DD"
"2019-12-23","Ca","B06VTR57XX","0","0","$0.00","0.00","32.73","DD"
"2019-12-23","Us","B07S2QGSXX","0","0","$0.00","0.00","13.49","DD"
"2019-12-23","Us","B07RYKZBXX","0","0","$0.00","0.00","2.09","DD"
"2019-12-23","Us","B07MDYLMXX","0","0","$0.00","0.00","3.79","DD"
"2019-12-23","Us","B07WJYSSXX","18","18","$54.99","989.82","6.26","AA"
"2019-12-23","Us","B07PN9S8XX","4","4","$89.99","359.96","104.63","AA"
"2019-12-23","Ca","B074M6KGXX","3","3","$30.38","91.15","27.61","AA"
"2019-12-23","Ca","B074M766XX","1","1","$34.94","34.94","1.38","AA"
"2019-12-23","Us","B07WNT69XX","0","0","$0.00","0.00","35.19","AA"
"2019-12-23","Us","B07PPGQZXX","0","0","$0.00","0.00","11.63","AA"
"2019-12-23","Jp","B07X9LFKXX","1","1","$29.98","29.98","2.18","AA"
"2019-12-23","Jp","B07XCMZ1XX","1","1","$28.15","28.15","1.65","AA"
"2019-12-23","Jp","B07VNCB3XX","8","8","$26.14","209.11","59.86","CC"
"2019-12-23","Jp","B07R5RLPXX","4","4","$24.49","97.97","0.96","CC"
"2019-12-23","Jp","B07R8XZPXX","2","2","$24.49","48.99","10.89","CC"
"2019-12-24","Us","B07WJYSSXX","4","4","$54.99","219.96","40.11","AA"
"2019-12-24","Ca","B074M6KGXX","3","3","$30.39","91.16","5.20","AA"
"2019-12-24","Ca","B074M766XX","3","3","$34.95","104.84","12.32","AA"
"2019-12-24","Ca","B072LW84XX","0","0","$0.00","0.00","0.00","AA"
"2019-12-24","Us","B07PPGQZXX","0","0","$0.00","0.00","12.28","AA"
"2019-12-24","Jp","B07XCMZ1XX","2","2","$28.16","56.32","5.88","AA"
"2019-12-24","Jp","B07X9LFKXX","1","1","$29.99","29.99","3.76","AA"
"2019-12-24","Jp","B07VNCB3XX","3","3","$26.15","78.44","16.68","CC"
"2019-12-24","Jp","B07R5RLPXX","1","1","$24.50","24.50","5.44","CC"
"2019-12-24","Jp","B07R8XZPXX","1","1","$24.50","24.50","5.45","CC"
"2019-12-24","Us","B06ZZRQKXX","3","3","$28.99","86.97","4.01","BB"
"2019-12-24","Us","B07NRMHVXX","2","2","$6.59","13.18","0.52","BB"
"2019-12-24","Us","B07JXYLXXX","2","2","$79.99","159.98","34.74","BB"
"2019-12-24","Us","B075M4S2XX","1","1","$43.99","43.99","9.93","BB"
"2019-12-24","Us","B075M1F4XX","1","1","$40.99","40.99","4.88","BB"
"2019-12-24","Us","B07Q2BHCXX","1","1","$8.99","8.99","0.08","BB"
"2019-12-24","Us","B07NRMHCXX","1","1","$15.99","15.99","4.02","BB"
"2019-12-24","Ca","B072BP12XX","0","0","$0.00","0.00","0.00","BB"
"2019-12-24","Ca","B06VTR57XX","13","13","$41.78","543.19","106.91","DD"
"2019-12-24","Us","B07HNXVZXX","2","5","$43.99","219.95","13.13","DD"
"2019-12-24","Us","B01N4876XX","1","1","$46.99","46.99","8.82","DD"
"2019-12-24","Us","B07S2QGSXX","1","1","$54.99","54.99","13.19","DD"
"2019-12-24","Us","B07RYKZBXX","1","1","$64.99","64.99","23.72","DD"
"2019-12-24","Us","B07PR959XX","1","1","$108.99","108.99","64.70","DD"
"2019-12-24","Us","B07HNTJ5XX","1","1","$48.99","48.99","7.53","DD"
"2019-12-24","Us","B07MDYLMXX","1","1","$54.99","54.99","5.26","DD"
"2019-12-24","Us","B07HNXPXXX","0","0","$0.00","0.00","10.69","DD"
"2019-12-24","Us","B07PQ5XNXX","0","0","$0.00","0.00","11.38","DD"
"2019-12-24","Jp","B01M3V7XXX","2","2","$27.42","54.84","10.06","DD"
"2019-12-24","Us","B07DJ4ZGXX","11","11","$36.99","406.89","89.51","CC"
"2019-12-24","Us","B078NVL7XX","11","12","$33.14","397.68","51.41","CC"
