"end_day","country","asin","clicks","cost","impressions","gmv_ad","sales_ad","brand"
"2019-12-14","Ca","B06VTR57XX","12","9.03","1082","0","0","DD"
"2019-12-14","Jp","B07X9LFKXX","6","1.78","2659","0","0","AA"
"2019-12-14","Jp","B07XCMZ1XX","22","7.29","4531","24.72","1","AA"
"2019-12-14","Jp","B07R7PRDXX","26","4.54","4383","0","0","BB"
"2019-12-14","Jp","B07R9XMRXX","1","0.05","138","0","0","BB"
"2019-12-14","Jp","B07VNCB3XX","13","2.55","2430","0","0","CC"
"2019-12-14","Jp","B01M3V7XXX","63","17.45","7295","21.56","1","DD"
"2019-12-14","Us","B07PRL2MXX","14","15.86","1948","69.99","1","AA"
"2019-12-14","Us","B07TS5LSXX","6","4.61","1794","0","0","AA"
"2019-12-14","Us","B07WJYSSXX","47","35.57","10186","309.95","5","AA"
"2019-12-14","Us","B06ZZRQKXX","39","27.51","9227","53.98","2","BB"
"2019-12-14","Us","B075M1F4XX","27","24.95","6011","39.99","1","BB"
"2019-12-14","Us","B07JXYLXXX","24","28.09","3777","139.98","2","BB"
"2019-12-14","Us","B07NRMHCXX","1","0.75","1761","0","0","BB"
"2019-12-14","Us","B07NRMHVXX","23","13.77","9717","8.99","1","BB"
"2019-12-14","Us","B07Q2BHCXX","9","5.4","10151","0","0","BB"
"2019-12-14","Us","B077ZRP3XX","502","371.02","44675","2986.5499999999997","92","CC"
"2019-12-14","Us","B078NVL7XX","109","58.32","9912","980.6899999999999","32","CC"
"2019-12-14","Us","B07DJ32VXX","3","1.39","593","0","0","CC"
"2019-12-14","Us","B07DJ3WCXX","33","16.16","4298","128.97","3","CC"
"2019-12-14","Us","B07DJ429XX","3","1.03","354","0","0","CC"
"2019-12-14","Us","B07DJ4ZGXX","80","49.16","7826","466.32","14","CC"
"2019-12-14","Us","B07FNPP7XX","19","16.78","2826","194.95","5","CC"
"2019-12-14","Us","B07KF8L7XX","335","175.38","86096","1393.74","41","CC"
"2019-12-14","Us","B07PSGNTXX","7","2.15","1155","30.99","1","CC"
"2019-12-14","Us","B07TSH3BXX","5","2.83","1550","39.94","1","CC"
"2019-12-14","Us","B07TYV11XX","6","3.19","454","0","0","CC"
"2019-12-14","Us","B07Y4ZTBXX","6","4.69","3643","0","0","CC"
"2019-12-14","Us","B01N4876XX","10","8.89","7319","75.98","2","DD"
"2019-12-14","Us","B07HNXPXXX","29","20.34","12613","95.98","2","DD"
"2019-12-14","Us","B07HNXVZXX","14","21.78","1948","125.76","4","DD"
"2019-12-14","Us","B07PQ5XNXX","10","10.149999999999999","4418","0","0","DD"
"2019-12-14","Us","B07S2QGSXX","8","5.87","2253","58.99","1","DD"
"2019-12-14","Us","B07QBPSQXX","64","35.76","12931","227.92","8","EE"
"2019-12-14","Us","B07QBPTNXX","35","20.37","14532","70.98","2","EE"
"2019-12-14","Us","B07QFR2XXX","18","8.1","4643","95.96","4","EE"
"2019-12-14","Us","B07QLPG8XX","56","37.55","40593","184.95000000000002","5","EE"
"2019-12-14","Us","B07QPR1PXX","62","39.45","21263","462.87","13","EE"
"2019-12-14","Us","B07QV4QTXX","2","1.39","222","0","0","EE"
"2019-12-14","Us","B07QV4S8XX","5","3.36","1939","0","0","EE"
"2019-12-14","Us","B07QY6R8XX","1","0.74","601","0","0","EE"
"2019-12-14","Us","B07R1HZVXX","0","0","648","0","0","EE"
"2019-12-14","Us","B07R2KP9XX","4","2.81","703","8.99","1","EE"
"2019-12-14","Us","B07S291NXX","0","0","185","0","0","EE"
"2019-12-14","Us","B07S4HN2XX","2","1.57","780","0","0","EE"
"2019-12-14","Us","B07TB311XX","6","7.07","1635","0","0","EE"
"2019-12-15","Ca","B074M6KGXX","30","21.14","5271","67.61","2","AA"
"2019-12-15","Ca","B074M766XX","10","7.1","814","61.53","2","AA"
"2019-12-15","Ca","B078NT86XX","30","13.18","5351","30.39","1","CC"
"2019-12-15","Ca","B06VTR57XX","9","7.48","1524","0","0","DD"
"2019-12-15","Jp","B07X9LFKXX","4","1.16","3136","0","0","AA"
"2019-12-15","Jp","B07XCMZ1XX","23","6.68","6404","0","0","AA"
"2019-12-15","Jp","B07R7PRDXX","25","4.58","4470","0","0","BB"
"2019-12-15","Jp","B07R9XMRXX","0","0","281","0","0","BB"
"2019-12-15","Jp","B07VNCB3XX","12","2.68","1194","0","0","CC"
"2019-12-15","Jp","B01M3V7XXX","60","16.53","8035","18.24","1","DD"
"2019-12-15","Us","B07PRL2MXX","12","17.15","2310","0","0","AA"
"2019-12-15","Us","B07TS5LSXX","7","5.38","1539","0","0","AA"
"2019-12-15","Us","B07WJYSSXX","48","35.019999999999996","7694","189.97","3","AA"
"2019-12-15","Us","B06ZZRQKXX","41","27.86","9583","0","0","BB"
"2019-12-15","Us","B075M1F4XX","29","25.89","5245","0","0","BB"
"2019-12-15","Us","B07JXYLXXX","27","29.53","4287","209.97","3","BB"
"2019-12-15","Us","B07NRMHCXX","5","3.19","1099","0","0","BB"
"2019-12-15","Us","B07NRMHVXX","22","12.37","5723","39.54","6","BB"
"2019-12-15","Us","B07Q2BHCXX","7","4.34","6218","8.99","1","BB"
"2019-12-15","Us","B077ZRP3XX","534","387.36","48308","2768.92","88","CC"
"2019-12-15","Us","B078NVL7XX","98","52.3","12201","439.36","14","CC"
"2019-12-15","Us","B07DJ32VXX","1","0.58","191","0","0","CC"
"2019-12-15","Us","B07DJ3WCXX","35","16.73","4772","120.25999999999999","4","CC"
"2019-12-15","Us","B07DJ429XX","3","1.14","404","0","0","CC"
"2019-12-15","Us","B07DJ4ZGXX","92","43.7","11165","316.86","10","CC"
"2019-12-15","Us","B07FNPP7XX","16","10.96","2709","77.98","2","CC"
"2019-12-15","Us","B07KF8L7XX","482","257.41","123206","2021.81","61","CC"
"2019-12-15","Us","B07PSGNTXX","3","1.2","982","63.98","2","CC"
"2019-12-15","Us","B07TSH3BXX","10","5.43","1608","37.71","1","CC"
"2019-12-15","Us","B07TYV11XX","1","0.75","420","0","0","CC"
"2019-12-15","Us","B07Y4ZTBXX","7","5.09","6475","42.99","1","CC"
"2019-12-15","Us","B01N4876XX","11","8.9","3147","75.98","2","DD"
"2019-12-15","Us","B07HNXPXXX","43","30.36","29560","242.94","6","DD"
"2019-12-15","Us","B07HNXVZXX","28","47.03","7232","61.18","2","DD"
"2019-12-15","Us","B07PQ5XNXX","5","5.14","761","0","0","DD"
"2019-12-15","Us","B07S2QGSXX","7","5.94","581","0","0","DD"
"2019-12-15","Us","B07QBPSQXX","80","44.260000000000005","23815","441.84","16","EE"
"2019-12-15","Us","B07QBPTNXX","29","17.26","11441","125.97","3","EE"
"2019-12-15","Us","B07QFR2XXX","12","6.01","4054","71.97","3","EE"
"2019-12-15","Us","B07QLPG8XX","27","17.31","25790","167.96","4","EE"
"2019-12-15","Us","B07QPR1PXX","92","55.620000000000005","32504","245.93","7","EE"
"2019-12-15","Us","B07QV4QTXX","1","0.74","259","0","0","EE"
"2019-12-15","Us","B07QV4S8XX","4","2.95","1383","0","0","EE"
"2019-12-15","Us","B07QY6R8XX","2","1.2","387","0","0","EE"
"2019-12-15","Us","B07R1HZVXX","0","0","439","0","0","EE"
"2019-12-15","Us","B07R2KP9XX","5","3.68","439","0","0","EE"
"2019-12-15","Us","B07S291NXX","0","0","149","0","0","EE"
"2019-12-15","Us","B07S4HN2XX","3","2.38","700","0","0","EE"
"2019-12-15","Us","B07TB311XX","6","7.16","1809","18.99","1","EE"
"2019-12-16","Ca","B074M6KGXX","35","25.009999999999998","4317","182.31","6","AA"
"2019-12-16","Ca","B074M766XX","8","6.26","920","36.46","1","AA"
"2019-12-16","Ca","B078NT86XX","16","7.8","5931","30.39","1","CC"
"2019-12-16","Ca","B06VTR57XX","22","19.560000000000002","1717","85.08","2","DD"
"2019-12-16","Jp","B07X9LFKXX","9","2.28","2633","0","0","AA"
"2019-12-16","Jp","B07XCMZ1XX","19","5.23","4080","49.44","2","AA"
"2019-12-16","Jp","B07R7PRDXX","10","0.82","1564","0","0","BB"
"2019-12-16","Jp","B07R9XMRXX","24","1","1863","0","0","BB"
"2019-12-16","Jp","B07VNCB3XX","11","3.13","1280","22.23","1","CC"
"2019-12-16","Jp","B01M3V7XXX","12","2.94","1184","18.24","1","DD"
"2019-12-16","Us","B07PRL2MXX","13","16.16","1226","159.98","2","AA"
"2019-12-16","Us","B07TS5LSXX","7","4.64","3208","79.99","1","AA"
"2019-12-16","Us","B07WJYSSXX","47","35.03","9508","164.97","3","AA"
"2019-12-16","Us","B06ZZRQKXX","39","27.78","7039","84.97","3","BB"
"2019-12-16","Us","B075M1F4XX","28","24.72","7099","42.99","1","BB"
"2019-12-16","Us","B07JXYLXXX","23","27.46","3443","139.98","2","BB"
"2019-12-16","Us","B07NRMHCXX","3","1.54","1357","0","0","BB"
"2019-12-16","Us","B07NRMHVXX","29","15.65","8685","26.36","4","BB"
"2019-12-16","Us","B07Q2BHCXX","5","2.37","7459","17.98","2","BB"
"2019-12-16","Us","B077ZRP3XX","356","269.94","35417","2512.0299999999997","77","CC"
"2019-12-16","Us","B078NVL7XX","76","45.75","13542","233.67000000000002","7","CC"
"2019-12-16","Us","B07DJ3WCXX","20","13.19","4333","87.98","2","CC"
"2019-12-16","Us","B07DJ429XX","4","1.3","163","31.49","1","CC"
"2019-12-16","Us","B07DJ4ZGXX","78","39.78","5428","455.49","14","CC"
"2019-12-16","Us","B07FNPP7XX","20","15.45","5856","116.97","3","CC"
"2019-12-16","Us","B07KF8L7XX","293","153.97","70445","870.78","26","CC"
"2019-12-16","Us","B07PSGNTXX","14","5.38","1936","30.59","1","CC"
"2019-12-16","Us","B07TSH3BXX","5","2.31","1488","0","0","CC"
"2019-12-16","Us","B07TYV11XX","4","2.27","401","0","0","CC"
"2019-12-16","Us","B07Y4ZTBXX","11","6.35","7982","0","0","CC"
"2019-12-16","Us","B01N4876XX","11","9.88","4443","75.98","2","DD"
"2019-12-16","Us","B07HNXPXXX","67","44.16","43116","134.37","3","DD"
"2019-12-16","Us","B07HNXVZXX","14","21.88","2007","0","0","DD"
"2019-12-16","Us","B07S2QGSXX","8","6.83","1713","0","0","DD"
"2019-12-16","Us","B07QBPSQXX","81","45.42","18764","300.9","10","EE"
"2019-12-16","Us","B07QBPTNXX","14","8.24","4759","125.97","3","EE"
"2019-12-16","Us","B07QFR2XXX","21","9.5","3748","69.97","3","EE"
"2019-12-16","Us","B07QPR1PXX","123","77.37","45121","665.8","20","EE"
"2019-12-16","Us","B07QV4QTXX","0","0","267","0","0","EE"
"2019-12-16","Us","B07QV4S8XX","1","0.74","2882","0","0","EE"
"2019-12-16","Us","B07QY6R8XX","2","1.44","775","0","0","EE"
"2019-12-16","Us","B07R1HZVXX","5","3.52","1542","0","0","EE"
"2019-12-16","Us","B07R2KP9XX","3","2.2","1145","0","0","EE"
"2019-12-16","Us","B07S4HN2XX","0","0","257","0","0","EE"
"2019-12-16","Us","B07TB311XX","1","1.05","597","0","0","EE"
"2019-12-17","Ca","B074M6KGXX","34","25.34","4255","121.58","4","AA"
"2019-12-17","Ca","B074M766XX","7","4.75","775","0","0","AA"
"2019-12-17","Ca","B06VTR57XX","14","17.290000000000003","970","41.8","1","DD"
"2019-12-17","Jp","B07X9LFKXX","8","1.87","2256","0","0","AA"
"2019-12-17","Jp","B07XCMZ1XX","25","7.609999999999999","3309","49.44","2","AA"
"2019-12-17","Jp","B07R7PRDXX","11","0.18","688","0","0","BB"
"2019-12-17","Jp","B07R9XMRXX","24","1.01","1999","0","0","BB"
"2019-12-17","Jp","B07VNCB3XX","8","2.56","1978","0","0","CC"
"2019-12-17","Jp","B01M3V7XXX","3","0.13","89","0","0","DD"
"2019-12-17","Us","B07PRL2MXX","10","14.42","1946","79.99","1","AA"
"2019-12-17","Us","B07TS5LSXX","8","5.52","2465","89.99","1","AA"
"2019-12-17","Us","B07WJYSSXX","42","30.800000000000004","8504","439.91999999999996","8","AA"
"2019-12-17","Us","B06ZZRQKXX","41","27.11","7737","95.97","3","BB"
"2019-12-17","Us","B075M1F4XX","28","24.89","13186","85.98","2","BB"
"2019-12-17","Us","B07JXYLXXX","19","26.09","3939","151.98","2","BB"
"2019-12-17","Us","B07NRMHCXX","3","1.98","1484","0","0","BB"
"2019-12-17","Us","B07NRMHVXX","42","24.25","13918","54.53","7","BB"
"2019-12-17","Us","B07Q2BHCXX","2","1.14","3872","0","0","BB"
"2019-12-17","Us","B077ZRP3XX","359","257.23","50457","2728.9000000000005","75","CC"
"2019-12-17","Us","B078NVL7XX","59","33.29","10499","255.10000000000002","7","CC"
"2019-12-17","Us","B07DJ3WCXX","19","10.52","1923","103.14","3","CC"
"2019-12-17","Us","B07DJ429XX","7","2.23","357","0","0","CC"
"2019-12-17","Us","B07DJ4ZGXX","115","71.46000000000001","6250","996.74","29","CC"
"2019-12-17","Us","B07FNPP7XX","11","12.73","1608","155.96","4","CC"
"2019-12-17","Us","B07KF8L7XX","294","155.78000000000003","71821","1262.8","34","CC"
"2019-12-17","Us","B07PSGNTXX","12","4.9","1514","0","0","CC"
"2019-12-17","Us","B07TSH3BXX","0","0","1224","0","0","CC"
"2019-12-17","Us","B07TYV11XX","3","1.69","317","0","0","CC"
"2019-12-17","Us","B07Y4ZTBXX","10","5.72","5024","43.99","1","CC"
"2019-12-17","Us","B01N4876XX","11","9.37","2859","0","0","DD"
"2019-12-17","Us","B07HNXPXXX","36","24.28","25502","86.38","2","DD"
"2019-12-17","Us","B07HNXVZXX","18","28.38","5997","0","0","DD"
"2019-12-17","Us","B07RYKZBXX","6","6.18","1086","0","0","DD"
"2019-12-17","Us","B07QBPSQXX","72","38.05","20235","225.93","7","EE"
"2019-12-17","Us","B07QBPTNXX","18","9.56","10248","125.97","3","EE"
"2019-12-17","Us","B07QFR2XXX","34","17.86","7863","245.89999999999998","10","EE"
"2019-12-17","Us","B07QLPG8XX","6","2.34","1225","0","0","EE"
"2019-12-17","Us","B07QPR1PXX","98","63.64","43300","577.8299999999999","17","EE"
"2019-12-17","Us","B07QV4QTXX","1","0.59","342","0","0","EE"
"2019-12-17","Us","B07QV4S8XX","6","3.87","2262","17.98","2","EE"
"2019-12-17","Us","B07QY6R8XX","0","0","595","0","0","EE"
"2019-12-17","Us","B07R1HZVXX","5","3.74","1498","8.99","1","EE"
"2019-12-17","Us","B07R2KP9XX","1","0.75","860","0","0","EE"
"2019-12-17","Us","B07S4HN2XX","0","0","174","0","0","EE"
"2019-12-17","Us","B07TB311XX","2","1.97","492","0","0","EE"
"2019-12-18","Ca","B074M6KGXX","34","22.41","6875","161.51999999999998","5","AA"
"2019-12-18","Ca","B074M766XX","8","7.03","684","0","0","AA"
"2019-12-18","Ca","B01F3DHEXX","0","0","47","0","0","DD"
"2019-12-18","Ca","B06VTR57XX","10","16.25","964","43.43","1","DD"
"2019-12-18","Jp","B07X9LFKXX","8","1.98","2404","0","0","AA"
"2019-12-18","Jp","B07XCMZ1XX","28","8.02","3665","0","0","AA"
"2019-12-18","Jp","B07R7PRDXX","16","0.29","686","0","0","BB"
"2019-12-18","Jp","B07R9XMRXX","40","1.5899999999999999","2196","66.41","1","BB"
"2019-12-18","Jp","B07VNCB3XX","10","2.75","1993","22.25","1","CC"
"2019-12-18","Jp","B01M3V7XXX","2","0.09","96","0","0","DD"
"2019-12-18","Us","B07TS5LSXX","6","4.65","1652","79.99","1","AA"
"2019-12-18","Us","B07WJYSSXX","35","25.18","9070","299.95","5","AA"
"2019-12-18","Us","B06ZZRQKXX","45","28.03","4653","132.95","5","BB"
"2019-12-18","Us","B075M1F4XX","27","24.31","11689","0","0","BB"
"2019-12-18","Us","B07JXYLXXX","24","28.1","4426","151.98","2","BB"
"2019-12-18","Us","B07NRMHCXX","4","2.42","1103","14.99","1","BB"
"2019-12-18","Us","B07NRMHVXX","43","24.25","13087","61.12","8","BB"
"2019-12-18","Us","B07Q2BHCXX","5","2.96","4444","21.58","2","BB"
"2019-12-18","Us","B077ZRP3XX","204","144.12","31700","1227.8400000000001","34","CC"
"2019-12-18","Us","B078NVL7XX","113","63.06","17438","745.72","21","CC"
"2019-12-18","Us","B07DJ3WCXX","30","13.59","3275","126.97","3","CC"
"2019-12-18","Us","B07DJ429XX","7","2.89","903","72.28","2","CC"
"2019-12-18","Us","B07DJ4ZGXX","106","57.44","6946","487.97","14","CC"
"2019-12-18","Us","B07FNPP7XX","14","9.23","2544","77.98","2","CC"
"2019-12-18","Us","B07KF8L7XX","387","204.61","89273","1215.45","33","CC"
"2019-12-18","Us","B07PSGNTXX","7","1.73","661","0","0","CC"
"2019-12-18","Us","B07TSH3BXX","3","0.98","1121","41.39","1","CC"
"2019-12-18","Us","B07TYV11XX","2","1.21","177","0","0","CC"
"2019-12-18","Us","B07Y4ZTBXX","11","6.53","6816","43.99","1","CC"
"2019-12-18","Us","B01N4876XX","10","9.49","2442","0","0","DD"
"2019-12-18","Us","B07HNXPXXX","34","21.81","22844","43.19","1","DD"
"2019-12-18","Us","B07HNXVZXX","11","15.34","1993","35.99","1","DD"
"2019-12-18","Us","B07RYKZBXX","19","15.23","5931","64.99","1","DD"
"2019-12-18","Us","B07QBPSQXX","73","38.07","15546","213.93","7","EE"
"2019-12-18","Us","B07QBPTNXX","16","7.76","9964","194.95","5","EE"
"2019-12-18","Us","B07QFR2XXX","18","9.91","6861","76.97","3","EE"
"2019-12-18","Us","B07QPR1PXX","92","63.650000000000006","39674","660.8100000000001","19","EE"
"2019-12-18","Us","B07QV4QTXX","1","0.75","323","0","0","EE"
"2019-12-18","Us","B07QV4S8XX","6","4.28","2693","8.99","1","EE"
"2019-12-18","Us","B07QY6R8XX","0","0","544","0","0","EE"
"2019-12-18","Us","B07R1HZVXX","0","0","1622","0","0","EE"
"2019-12-18","Us","B07R2KP9XX","5","2.96","1162","0","0","EE"
"2019-12-18","Us","B07S4HN2XX","0","0","139","0","0","EE"
"2019-12-18","Us","B07TB311XX","0","0","342","0","0","EE"
"2019-12-19","Ca","B074M6KGXX","24","16.11","3781","121.76","4","AA"
"2019-12-19","Ca","B074M766XX","7","4.44","556","0","0","AA"
"2019-12-19","Ca","B06VTR57XX","14","18.75","1054","41.86","1","DD"
"2019-12-19","Jp","B07X9LFKXX","10","2.81","2399","0","0","AA"
"2019-12-19","Jp","B07XCMZ1XX","25","6.53","3436","74.34","3","AA"
"2019-12-19","Jp","B07R7PRDXX","14","0.25","731","132.21","2","BB"
"2019-12-19","Jp","B07R9XMRXX","41","1.63","2057","0","0","BB"
"2019-12-19","Jp","B07VNCB3XX","9","2.77","3010","0","0","CC"
"2019-12-19","Jp","B01M3V7XXX","1","0.05","70","0","0","DD"
"2019-12-19","Us","B07TS5LSXX","7","4.64","760","0","0","AA"
"2019-12-19","Us","B07WJYSSXX","33","24.060000000000002","4977","354.94","6","AA"
"2019-12-19","Us","B06ZZRQKXX","41","28.29","8417","28.99","1","BB"
"2019-12-19","Us","B075M1F4XX","27","23.87","11828","0","0","BB"
"2019-12-19","Us","B07JXYLXXX","22","27.88","3892","75.99","1","BB"
"2019-12-19","Us","B07NRMHCXX","8","4.28","1089","0","0","BB"
"2019-12-19","Us","B07NRMHVXX","26","14.09","10434","46.13","7","BB"
"2019-12-19","Us","B07Q2BHCXX","18","11.25","7395","8.99","1","BB"
"2019-12-19","Us","B077ZRP3XX","318","242.51","46762","1939.8799999999999","55","CC"
"2019-12-19","Us","B078NVL7XX","114","66.92999999999999","22790","490.3","14","CC"
"2019-12-19","Us","B07DJ3WCXX","44","20.68","7546","160.26","4","CC"
"2019-12-19","Us","B07DJ429XX","5","1.55","362","0","0","CC"
"2019-12-19","Us","B07DJ4ZGXX","98","51.61","5344","510.2","15","CC"
"2019-12-19","Us","B07FNPP7XX","16","14.91","3325","38.99","1","CC"
"2019-12-19","Us","B07KF8L7XX","345","186.76","110877","1322.95","38","CC"
"2019-12-19","Us","B07PSGNTXX","6","1.9","803","36.99","1","CC"
"2019-12-19","Us","B07TSH3BXX","2","1.1","591","0","0","CC"
"2019-12-19","Us","B07TYV11XX","1","0.34","145","0","0","CC"
"2019-12-19","Us","B07Y4ZTBXX","5","2.5","4543","0","0","CC"
"2019-12-19","Us","B01N4876XX","10","9.13","2374","0","0","DD"
"2019-12-19","Us","B07HNXPXXX","31","20.35","16590","43.19","1","DD"
"2019-12-19","Us","B07HNXVZXX","7","13.23","790","0","0","DD"
"2019-12-19","Us","B07PQ5XNXX","1","0.5","359","0","0","DD"
"2019-12-19","Us","B07RYKZBXX","43","33.26","10973","324.95","5","DD"
"2019-12-19","Us","B07QBPSQXX","76","41.45","19560","527.83","17","EE"
"2019-12-19","Us","B07QBPTNXX","15","6.87","5766","119.97","3","EE"
"2019-12-19","Us","B07QFR2XXX","23","13.04","5210","199.92","8","EE"
"2019-12-19","Us","B07QPR1PXX","84","57.08","35455","203.94","6","EE"
"2019-12-19","Us","B07QV4QTXX","1","0.72","427","0","0","EE"
"2019-12-19","Us","B07QV4S8XX","1","0.74","1759","0","0","EE"
"2019-12-19","Us","B07QY6R8XX","2","0.99","461","0","0","EE"
"2019-12-19","Us","B07R1HZVXX","5","3.69","1855","0","0","EE"
"2019-12-19","Us","B07R2KP9XX","5","3.52","898","0","0","EE"
"2019-12-19","Us","B07S4HN2XX","1","0.6","63","0","0","EE"
"2019-12-19","Us","B07TB311XX","4","4.22","467","18.99","1","EE"
"2019-12-20","Ca","B074M6KGXX","29","18.61","5060","121.75999999999999","4","AA"
"2019-12-20","Ca","B074M766XX","5","3.67","773","0","0","AA"
"2019-12-20","Ca","B06VTR57XX","5","8.31","905","0","0","DD"
"2019-12-20","Jp","B07X9LFKXX","14","2.96","2423","27.28","1","AA"
"2019-12-20","Jp","B07XCMZ1XX","16","4.23","3596","24.78","1","AA"
"2019-12-20","Jp","B07R7PRDXX","26","0.93","2870","66.52","1","BB"
"2019-12-20","Jp","B07R9XMRXX","26","0.9600000000000001","1248","0","0","BB"
"2019-12-20","Jp","B07VNCB3XX","17","4.68","3961","45.99","2","CC"
"2019-12-20","Jp","B01M3V7XXX","2","0.1","74","0","0","DD"
"2019-12-20","Us","B07PRL2MXX","10","10.7","1919","0","0","AA"
"2019-12-20","Us","B07WJYSSXX","32","20.99","5410","274.95","5","AA"
"2019-12-20","Us","B06ZZRQKXX","40","28.42","8098","0","0","BB"
"2019-12-20","Us","B075M1F4XX","29","24.62","12704","0","0","BB"
"2019-12-20","Us","B07JXYLXXX","21","27.95","4262","227.97","3","BB"
"2019-12-20","Us","B07NRMHCXX","1","0.34","1357","0","0","BB"
"2019-12-20","Us","B07NRMHVXX","23","13.28","9576","46.13","7","BB"
"2019-12-20","Us","B07Q2BHCXX","13","7.58","7606","44.95","5","BB"
"2019-12-20","Us","B077ZRP3XX","362","276.90000000000003","45103","2309.2","66","CC"
"2019-12-20","Us","B078NVL7XX","104","62.65","19179","525.35","15","CC"
"2019-12-20","Us","B07DJ3WCXX","68","32.68","8516","468.96000000000004","12","CC"
"2019-12-20","Us","B07DJ429XX","5","2","228","0","0","CC"
"2019-12-20","Us","B07DJ4ZGXX","90","51.14","5436","564.24","16","CC"
"2019-12-20","Us","B07FNPP7XX","21","13.459999999999999","3126","116.97","3","CC"
"2019-12-20","Us","B07KF8L7XX","402","222.04","122982","1987.0099999999998","56","CC"
"2019-12-20","Us","B07PSGNTXX","6","2.99","815","36.99","1","CC"
"2019-12-20","Us","B07TSH3BXX","2","1","890","0","0","CC"
"2019-12-20","Us","B07TYV11XX","3","1.38","335","0","0","CC"
"2019-12-20","Us","B07Y4ZTBXX","5","2.72","2817","0","0","CC"
"2019-12-20","Us","B01N4876XX","10","9.92","1350","37.99","1","DD"
"2019-12-20","Us","B07HNXPXXX","18","11.08","7394","0","0","DD"
"2019-12-20","Us","B07HNXVZXX","4","7.84","1961","0","0","DD"
"2019-12-20","Us","B07PQ5XNXX","1","0.48","409","0","0","DD"
"2019-12-20","Us","B07RYKZBXX","12","10.32","2365","0","0","DD"
"2019-12-20","Us","B07QBPSQXX","87","45.48","23059","410.88","12","EE"
"2019-12-20","Us","B07QBPTNXX","11","5.23","6379","0","0","EE"
"2019-12-20","Us","B07QFR2XXX","14","8.31","3780","24.99","1","EE"
"2019-12-20","Us","B07QPR1PXX","79","50.86","37056","553.84","16","EE"
"2019-12-20","Us","B07QV4QTXX","0","0","264","0","0","EE"
"2019-12-20","Us","B07QV4S8XX","2","1.49","1200","0","0","EE"
"2019-12-20","Us","B07QY6R8XX","0","0","407","0","0","EE"
"2019-12-20","Us","B07R1HZVXX","7","5.01","1331","17.98","2","EE"
"2019-12-20","Us","B07R2KP9XX","3","2.17","608","0","0","EE"
"2019-12-20","Us","B07S4HN2XX","0","0","34","0","0","EE"
"2019-12-20","Us","B07TB311XX","3","2.98","455","0","0","EE"
"2019-12-21","Ca","B074M6KGXX","37","25.03","5747","126.32","4","AA"
"2019-12-21","Ca","B074M766XX","11","7.83","622","35.01","1","AA"
"2019-12-21","Ca","B06VTR57XX","5","7.0600000000000005","550","75.34","2","DD"
"2019-12-21","Jp","B07X9LFKXX","10","2.58","1658","0","0","AA"
"2019-12-21","Jp","B07XCMZ1XX","18","4.92","2123","0","0","AA"
"2019-12-21","Jp","B07R7PRDXX","25","1.02","4126","66.52","1","BB"
"2019-12-21","Jp","B07R9XMRXX","22","0.86","2113","0","0","BB"
"2019-12-21","Jp","B07VNCB3XX","32","8.82","6454","0","0","CC"
"2019-12-21","Jp","B01M3V7XXX","4","0.18","145","0","0","DD"
"2019-12-21","Us","B07WJYSSXX","28","20.62","4908","274.95","5","AA"
"2019-12-21","Us","B06ZZRQKXX","39","27.3","16239","28.99","1","BB"
"2019-12-21","Us","B075M1F4XX","26","23.99","14551","40.99","1","BB"
"2019-12-21","Us","B07JXYLXXX","26","27.1","2420","75.99","1","BB"
"2019-12-21","Us","B07NRMHCXX","3","1.95","1453","0","0","BB"
"2019-12-21","Us","B07NRMHVXX","29","17.6","10641","19.77","3","BB"
"2019-12-21","Us","B07Q2BHCXX","9","4.95","6486","8.99","1","BB"
"2019-12-21","Us","B077ZRP3XX","351","260.42999999999995","42352","1564.21","44","CC"
"2019-12-21","Us","B078NVL7XX","104","65.35","18801","310.46","9","CC"
"2019-12-21","Us","B07DJ3WCXX","88","42.34","7648","295.92","8","CC"
"2019-12-21","Us","B07DJ429XX","2","0.64","550","0","0","CC"
"2019-12-21","Us","B07DJ4ZGXX","105","50.3","5489","417.72999999999996","12","CC"
"2019-12-21","Us","B07FNPP7XX","21","11.97","5219","0","0","CC"
"2019-12-21","Us","B07KF8L7XX","354","194.84","105238","1471.95","40","CC"
"2019-12-21","Us","B07PSGNTXX","2","0.6","705","36.99","1","CC"
"2019-12-21","Us","B07TSH3BXX","1","0.3","813","0","0","CC"
"2019-12-21","Us","B07TYV11XX","2","0.91","270","0","0","CC"
"2019-12-21","Us","B07Y4ZTBXX","4","2.26","3752","0","0","CC"
"2019-12-21","Us","B01N4876XX","10","9.7","2401","0","0","DD"
"2019-12-21","Us","B07HNXPXXX","24","15.6","15371","43.19","1","DD"
"2019-12-21","Us","B07HNXVZXX","16","25.95","3790","39.59","1","DD"
"2019-12-21","Us","B07MDYLMXX","11","10.56","784","54.99","1","DD"
"2019-12-21","Us","B07PQ5XNXX","12","12.489999999999998","6157","79.99","1","DD"
"2019-12-21","Us","B07RYKZBXX","23","17.42","5210","184.97","3","DD"
"2019-12-21","Us","B07S2QGSXX","4","2.61","330","54.99","1","DD"
"2019-12-21","Us","B07QBPSQXX","75","41.4","19024","258.91999999999996","8","EE"
"2019-12-21","Us","B07QBPTNXX","30","15.579999999999998","5520","42.99","1","EE"
"2019-12-21","Us","B07QFR2XXX","17","9.129999999999999","4426","74.97","3","EE"
