"end_day","country","asin","clicks","cost","impressions","gmv_ad","sales_ad","brand"
"2019-12-07","Jp","B07VPBDCXX","1","0.11","4","0","0","CC"
"2019-12-07","Jp","B01M3V7XXX","18","2.17","2434","0","0","DD"
"2019-12-07","Us","B071FH4HXX","15","8.09","10835","66.99","1","AA"
"2019-12-07","Us","B07PQLD9XX","10","4.97","4866","84.99","1","AA"
"2019-12-07","Us","B07PRL2MXX","12","11.67","2219","0","0","AA"
"2019-12-07","Us","B07TS5LSXX","12","7.79","1687","59.99","1","AA"
"2019-12-07","Us","B07WJYSSXX","30","20.86","6058","203.96999999999997","3","AA"
"2019-12-07","Us","B07WNT69XX","8","5.44","3280","0","0","AA"
"2019-12-07","Us","B06ZZRQKXX","18","12.92","21100","109.96","4","BB"
"2019-12-07","Us","B075M1F4XX","28","24.96","9377","71.98","2","BB"
"2019-12-07","Us","B07JXYLXXX","29","27.69","4889","131.98","2","BB"
"2019-12-07","Us","B07NRMHCXX","3","1.59","1835","44.97","3","BB"
"2019-12-07","Us","B07NRMHVXX","26","15.13","8719","19.77","3","BB"
"2019-12-07","Us","B07Q2BHCXX","6","3.52","7826","14.99","1","BB"
"2019-12-07","Us","B077ZRP3XX","347","221.3","42824","1187.19","39","CC"
"2019-12-07","Us","B078NVL7XX","77","40.2","19426","295.92","10","CC"
"2019-12-07","Us","B07DJ32VXX","2","0.73","402","0","0","CC"
"2019-12-07","Us","B07DJ3WCXX","32","18.02","11544","66.86","2","CC"
"2019-12-07","Us","B07DJ429XX","1","0.11","220","0","0","CC"
"2019-12-07","Us","B07DJ4ZGXX","81","43.73","14578","56.48","2","CC"
"2019-12-07","Us","B07FNPP7XX","14","7.23","3167","0","0","CC"
"2019-12-07","Us","B07KF8L7XX","386","207.89000000000001","71921","889.56","28","CC"
"2019-12-07","Us","B07PSGNTXX","8","2.34","981","29.99","1","CC"
"2019-12-07","Us","B07TSH3BXX","6","3.0799999999999996","1795","0","0","CC"
"2019-12-07","Us","B07TYV11XX","0","0","2106","0","0","CC"
"2019-12-07","Us","B07Y4ZTBXX","8","4.23","2521","34.19","1","CC"
"2019-12-07","Us","B01M29YGXX","5","3.63","1670","0","0","DD"
"2019-12-07","Us","B07HNXPXXX","9","6.19","4257","0","0","DD"
"2019-12-07","Us","B07HNXVZXX","13","8.35","3523","0","0","DD"
"2019-12-07","Us","B07PQ5XNXX","17","12.069999999999999","7069","0","0","DD"
"2019-12-07","Us","B07S2QGSXX","9","6.19","3305","0","0","DD"
"2019-12-07","Us","B07QBPSQXX","63","31.729999999999997","14612","27.99","1","EE"
"2019-12-07","Us","B07QBPTNXX","42","23.11","15275","167.95","5","EE"
"2019-12-07","Us","B07QFR2XXX","18","8.13","1585","65.97","3","EE"
"2019-12-07","Us","B07QLPG8XX","91","59.8","31479","288.91999999999996","8","EE"
"2019-12-07","Us","B07QPR1PXX","26","16.46","9180","0","0","EE"
"2019-12-07","Us","B07QV4QTXX","0","0","729","0","0","EE"
"2019-12-07","Us","B07QV4S8XX","5","3.67","2455","8.99","1","EE"
"2019-12-07","Us","B07QY6R8XX","1","0.75","333","0","0","EE"
"2019-12-07","Us","B07R1HZVXX","2","1.22","499","0","0","EE"
"2019-12-07","Us","B07R2KP9XX","2","1.43","1094","0","0","EE"
"2019-12-07","Us","B07S291NXX","0","0","131","0","0","EE"
"2019-12-07","Us","B07S4HN2XX","0","0","173","0","0","EE"
"2019-12-07","Us","B07TB311XX","0","0","130","0","0","EE"
"2019-12-08","Ca","B074M6KGXX","29","20.95","3881","184.6","6","AA"
"2019-12-08","Ca","B074M766XX","34","23.34","6336","95.72","3","AA"
"2019-12-08","Ca","B078NT86XX","15","6.59","6615","0","0","CC"
"2019-12-08","Ca","B01F3DHEXX","1","0.49","22","0","0","DD"
"2019-12-08","Ca","B06VTR57XX","10","6.5","1095","0","0","DD"
"2019-12-08","Jp","B07X9LFKXX","10","3.15","2845","0","0","AA"
"2019-12-08","Jp","B07XCMZ1XX","16","4.45","3086","0","0","AA"
"2019-12-08","Jp","B07R7PRDXX","4","0.18","457","0","0","BB"
"2019-12-08","Jp","B07R9XMRXX","54","11.95","4094","0","0","BB"
"2019-12-08","Jp","B07VNCB3XX","14","2.92","1475","0","0","CC"
"2019-12-08","Jp","B07VPBDCXX","0","0","5","0","0","CC"
"2019-12-08","Jp","B01M3V7XXX","7","0.81","2205","0","0","DD"
"2019-12-08","Us","B071FH4HXX","15","8.57","5135","69.99","1","AA"
"2019-12-08","Us","B07PQLD9XX","10","6.9","4658","0","0","AA"
"2019-12-08","Us","B07PRL2MXX","9","9.11","2592","0","0","AA"
"2019-12-08","Us","B07TS5LSXX","12","7.73","1802","0","0","AA"
"2019-12-08","Us","B07WJYSSXX","71","40.28","11970","317.95","5","AA"
"2019-12-08","Us","B07WNT69XX","10","5.28","2991","0","0","AA"
"2019-12-08","Us","B06ZZRQKXX","21","15.25","22242","26.99","1","BB"
"2019-12-08","Us","B075M1F4XX","29","26.18","15358","79.98","2","BB"
"2019-12-08","Us","B07JXYLXXX","30","31.37","3396","329.95","5","BB"
"2019-12-08","Us","B07NRMHCXX","3","1.5","1742","0","0","BB"
"2019-12-08","Us","B07NRMHVXX","26","14.81","8535","13.18","2","BB"
"2019-12-08","Us","B07Q2BHCXX","7","3.39","8685","8.99","1","BB"
"2019-12-08","Us","B077ZRP3XX","397","263.07","50108","1659.4699999999998","55","CC"
"2019-12-08","Us","B078NVL7XX","68","39.6","18777","248.64","8","CC"
"2019-12-08","Us","B07DJ32VXX","2","1.06","452","0","0","CC"
"2019-12-08","Us","B07DJ3WCXX","22","10.06","3265","66.86","2","CC"
"2019-12-08","Us","B07DJ429XX","2","0.53","179","0","0","CC"
"2019-12-08","Us","B07DJ4ZGXX","34","19.43","3942","56.480000000000004","2","CC"
"2019-12-08","Us","B07FNPP7XX","19","11.94","2979","155.96","4","CC"
"2019-12-08","Us","B07KF8L7XX","461","241.42999999999998","98799","1696.88","54","CC"
"2019-12-08","Us","B07PSGNTXX","8","1.88","1181","29.99","1","CC"
"2019-12-08","Us","B07TSH3BXX","6","3.5100000000000002","2069","37.71","1","CC"
"2019-12-08","Us","B07TYV11XX","3","1.74","2979","39.94","1","CC"
"2019-12-08","Us","B07Y4ZTBXX","8","5.48","3444","0","0","CC"
"2019-12-08","Us","B01M29YGXX","7","4.97","2037","0","0","DD"
"2019-12-08","Us","B07HNXPXXX","9","5.83","2510","0","0","DD"
"2019-12-08","Us","B07HNXVZXX","12","8.28","1616","0","0","DD"
"2019-12-08","Us","B07PQ5XNXX","17","13.950000000000001","5553","64.99","1","DD"
"2019-12-08","Us","B07S2QGSXX","9","6.28","2888","0","0","DD"
"2019-12-08","Us","B07QBPSQXX","57","30.930000000000003","14381","111.96","4","EE"
"2019-12-08","Us","B07QBPTNXX","47","25.5","16351","99.97","3","EE"
"2019-12-08","Us","B07QFR2XXX","13","6.64","2457","21.99","1","EE"
"2019-12-08","Us","B07QLPG8XX","82","50.72","36230","224.94","6","EE"
"2019-12-08","Us","B07QPR1PXX","39","25.65","12099","99.97","3","EE"
"2019-12-08","Us","B07QV4QTXX","1","0.69","707","0","0","EE"
"2019-12-08","Us","B07QV4S8XX","4","2.9","4017","0","0","EE"
"2019-12-08","Us","B07QY6R8XX","0","0","749","0","0","EE"
"2019-12-08","Us","B07R1HZVXX","0","0","817","0","0","EE"
"2019-12-08","Us","B07R2KP9XX","7","4.94","1069","8.99","1","EE"
"2019-12-08","Us","B07S291NXX","0","0","193","0","0","EE"
"2019-12-08","Us","B07S4HN2XX","0","0","198","0","0","EE"
"2019-12-08","Us","B07TB311XX","1","1.55","161","0","0","EE"
"2019-12-09","Ca","B074M6KGXX","31","22.42","3411","59.25","2","AA"
"2019-12-09","Ca","B074M766XX","29","18.34","9297","36.46","1","AA"
"2019-12-09","Ca","B078NT86XX","20","9.22","6966","60.77","2","CC"
"2019-12-09","Ca","B01F3DHEXX","0","0","6","0","0","DD"
"2019-12-09","Ca","B06VTR57XX","8","10.75","1363","72.17","2","DD"
"2019-12-09","Jp","B07X9LFKXX","3","1.05","2102","0","0","AA"
"2019-12-09","Jp","B07XCMZ1XX","15","4.24","2524","0","0","AA"
"2019-12-09","Jp","B07R7PRDXX","5","0.19","633","0","0","BB"
"2019-12-09","Jp","B07R9XMRXX","47","9.780000000000001","3984","0","0","BB"
"2019-12-09","Jp","B07VNCB3XX","10","1.81","705","0","0","CC"
"2019-12-09","Jp","B07VPBDCXX","0","0","7","0","0","CC"
"2019-12-09","Jp","B01M3V7XXX","26","5.63","3354","0","0","DD"
"2019-12-09","Us","B07PRL2MXX","18","15.54","5534","0","0","AA"
"2019-12-09","Us","B07TS5LSXX","12","8.2","4233","69.99","1","AA"
"2019-12-09","Us","B07WJYSSXX","59","41.15","10895","481.92","8","AA"
"2019-12-09","Us","B07WNT69XX","10","5.02","3033","39.99","1","AA"
"2019-12-09","Us","B06ZZRQKXX","25","17.37","21041","134.95","5","BB"
"2019-12-09","Us","B075M1F4XX","29","25.18","7465","0","0","BB"
"2019-12-09","Us","B07JXYLXXX","25","28.72","4075","131.98","2","BB"
"2019-12-09","Us","B07NRMHCXX","4","2.26","1080","14.99","1","BB"
"2019-12-09","Us","B07NRMHVXX","26","14.74","8023","13.18","2","BB"
"2019-12-09","Us","B07Q2BHCXX","4","2.63","6343","0","0","BB"
"2019-12-09","Us","B077ZRP3XX","519","366.58000000000004","56506","3032.52","101","CC"
"2019-12-09","Us","B078NVL7XX","81","43.510000000000005","18232","235.64","8","CC"
"2019-12-09","Us","B07DJ32VXX","0","0","683","0","0","CC"
"2019-12-09","Us","B07DJ3WCXX","26","11.38","3065","171.11","5","CC"
"2019-12-09","Us","B07DJ429XX","4","1.29","298","0","0","CC"
"2019-12-09","Us","B07DJ4ZGXX","54","26.45","7511","212.22","7","CC"
"2019-12-09","Us","B07FNPP7XX","13","8.33","3749","38.99","1","CC"
"2019-12-09","Us","B07KF8L7XX","452","235.62","82771","1492.96","47","CC"
"2019-12-09","Us","B07PSGNTXX","14","4","1588","32.55","1","CC"
"2019-12-09","Us","B07TSH3BXX","3","1.67","2280","0","0","CC"
"2019-12-09","Us","B07TYV11XX","2","1.17","2822","0","0","CC"
"2019-12-09","Us","B07Y4ZTBXX","4","1.73","3691","0","0","CC"
"2019-12-09","Us","B01M29YGXX","6","4.96","1701","42.99","1","DD"
"2019-12-09","Us","B07HNXPXXX","15","10.48","9213","0","0","DD"
"2019-12-09","Us","B07HNXVZXX","25","24.14","3702","163.96","4","DD"
"2019-12-09","Us","B07PQ5XNXX","14","13.26","8777","0","0","DD"
"2019-12-09","Us","B07PR959XX","12","5.99","2037","0","0","DD"
"2019-12-09","Us","B07S2QGSXX","8","6.53","2467","0","0","DD"
"2019-12-09","Us","B07QBPSQXX","59","30.75","10019","181.93","7","EE"
"2019-12-09","Us","B07QBPTNXX","42","23.34","11050","163.95000000000002","5","EE"
"2019-12-09","Us","B07QLPG8XX","92","57.36","36652","116.97","3","EE"
"2019-12-09","Us","B07QPR1PXX","31","18.73","9637","133.96","4","EE"
"2019-12-09","Us","B07QV4QTXX","0","0","396","0","0","EE"
"2019-12-09","Us","B07QV4S8XX","5","3.68","4167","0","0","EE"
"2019-12-09","Us","B07QY6R8XX","1","0.75","502","0","0","EE"
"2019-12-09","Us","B07R1HZVXX","1","0.72","523","0","0","EE"
"2019-12-09","Us","B07R2KP9XX","5","3.09","1163","0","0","EE"
"2019-12-09","Us","B07S291NXX","0","0","92","0","0","EE"
"2019-12-09","Us","B07S4HN2XX","0","0","114","0","0","EE"
"2019-12-09","Us","B07TB311XX","0","0","139","0","0","EE"
"2019-12-10","Ca","B074M6KGXX","32","23.35","3164","59.25","2","AA"
"2019-12-10","Ca","B074M766XX","23","17.15","4645","72.93","2","AA"
"2019-12-10","Ca","B078NT86XX","27","12.33","9493","60.77","2","CC"
"2019-12-10","Ca","B01F3DHEXX","1","0.24","236","0","0","DD"
"2019-12-10","Ca","B06VTR57XX","9","10.79","1225","125.35","3","DD"
"2019-12-10","Jp","B07X9LFKXX","4","1","1523","0","0","AA"
"2019-12-10","Jp","B07XCMZ1XX","15","4.21","1948","0","0","AA"
"2019-12-10","Jp","B07R7PRDXX","11","1.69","1887","0","0","BB"
"2019-12-10","Jp","B07R9XMRXX","24","4.87","3245","0","0","BB"
"2019-12-10","Jp","B07VNCB3XX","7","1.03","1589","42.81","2","CC"
"2019-12-10","Jp","B07VPBDCXX","0","0","3","0","0","CC"
"2019-12-10","Jp","B01M3V7XXX","10","2.13","2680","39.81","2","DD"
"2019-12-10","Us","B07PRL2MXX","14","15.72","3366","0","0","AA"
"2019-12-10","Us","B07TS5LSXX","12","7.82","4198","0","0","AA"
"2019-12-10","Us","B07WJYSSXX","61","40.26","10871","380.94","6","AA"
"2019-12-10","Us","B07WNT69XX","9","5.14","5669","0","0","AA"
"2019-12-10","Us","B06ZZRQKXX","21","15.39","19759","81.97","3","BB"
"2019-12-10","Us","B075M1F4XX","28","24.74","12704","0","0","BB"
"2019-12-10","Us","B07JXYLXXX","30","28.15","3840","131.98","2","BB"
"2019-12-10","Us","B07NRMHCXX","2","1.27","1639","0","0","BB"
"2019-12-10","Us","B07NRMHVXX","26","15.27","7109","19.77","3","BB"
"2019-12-10","Us","B07Q2BHCXX","5","3.33","7203","15.58","2","BB"
"2019-12-10","Us","B077ZRP3XX","393","277","39358","1880.41","62","CC"
"2019-12-10","Us","B078NVL7XX","82","47.69","15198","321.67","10","CC"
"2019-12-10","Us","B07DJ32VXX","1","0.31","409","0","0","CC"
"2019-12-10","Us","B07DJ3WCXX","60","26.08","4117","325.46","10","CC"
"2019-12-10","Us","B07DJ429XX","10","3.86","291","32.55","1","CC"
"2019-12-10","Us","B07DJ4ZGXX","43","22.87","5371","64.78","2","CC"
"2019-12-10","Us","B07FNPP7XX","13","9.43","2633","77.98","2","CC"
"2019-12-10","Us","B07KF8L7XX","353","191.22","83582","1113.16","35","CC"
"2019-12-10","Us","B07PSGNTXX","10","2.82","815","59.98","2","CC"
"2019-12-10","Us","B07TSH3BXX","7","3.26","1286","80.9","2","CC"
"2019-12-10","Us","B07TYV11XX","2","1.19","1270","0","0","CC"
"2019-12-10","Us","B07Y4ZTBXX","16","10.66","6933","35.99","1","CC"
"2019-12-10","Us","B01M29YGXX","11","7.99","2364","0","0","DD"
"2019-12-10","Us","B07HNXPXXX","9","5.28","3655","0","0","DD"
"2019-12-10","Us","B07HNXVZXX","22","20.67","5254","33.99","1","DD"
"2019-12-10","Us","B07PQ5XNXX","18","15.66","7302","0","0","DD"
"2019-12-10","Us","B07PR959XX","19","10.549999999999999","10240","0","0","DD"
"2019-12-10","Us","B07S2QGSXX","7","5.98","4905","0","0","DD"
"2019-12-10","Us","B07QBPSQXX","60","31.63","11821","179.93","7","EE"
"2019-12-10","Us","B07QBPTNXX","38","21.93","9822","95.97","3","EE"
"2019-12-10","Us","B07QLPG8XX","74","45.2","34113","218.94","6","EE"
"2019-12-10","Us","B07QPR1PXX","43","27.240000000000002","13595","203.94","6","EE"
"2019-12-10","Us","B07QV4QTXX","1","0.75","274","0","0","EE"
"2019-12-10","Us","B07QV4S8XX","5","3.42","5683","0","0","EE"
"2019-12-10","Us","B07QY6R8XX","0","0","684","0","0","EE"
"2019-12-10","Us","B07R1HZVXX","2","1.5","502","0","0","EE"
"2019-12-10","Us","B07R2KP9XX","3","1.88","1184","8.99","1","EE"
"2019-12-10","Us","B07S291NXX","0","0","117","0","0","EE"
"2019-12-10","Us","B07S4HN2XX","0","0","73","0","0","EE"
"2019-12-10","Us","B07TB311XX","0","0","130","0","0","EE"
"2019-12-11","Ca","B074M6KGXX","64","45.64","5886","237.01999999999998","8","AA"
"2019-12-11","Ca","B074M766XX","48","32.480000000000004","9100","145.84","4","AA"
"2019-12-11","Ca","B078NT86XX","36","16.48","17478","60.78","2","CC"
"2019-12-11","Ca","B06VTR57XX","9","8.8","552","0","0","DD"
"2019-12-11","Jp","B07X9LFKXX","10","3.02","2760","0","0","AA"
"2019-12-11","Jp","B07XCMZ1XX","26","7.119999999999999","3700","0","0","AA"
"2019-12-11","Jp","B07R7PRDXX","32","5.59","7450","0","0","BB"
"2019-12-11","Jp","B07R9XMRXX","7","0.3","503","0","0","BB"
"2019-12-11","Jp","B07VNCB3XX","6","1.05","709","22.23","1","CC"
"2019-12-11","Jp","B07VPBDCXX","0","0","6","0","0","CC"
"2019-12-11","Jp","B01M3V7XXX","19","4.16","1963","0","0","DD"
"2019-12-11","Us","B07PRL2MXX","32","29.46","6366","0","0","AA"
"2019-12-11","Us","B07TS5LSXX","22","16.86","7464","0","0","AA"
"2019-12-11","Us","B07WJYSSXX","110","81.86","15872","775.88","12","AA"
"2019-12-11","Us","B07WNT69XX","18","10.52","4940","0","0","AA"
"2019-12-11","Us","B06ZZRQKXX","24","16.59","18149","127.95","5","BB"
"2019-12-11","Us","B075M1F4XX","27","24.97","25495","40.99","1","BB"
"2019-12-11","Us","B07JXYLXXX","27","29.98","2016","131.98","2","BB"
"2019-12-11","Us","B07NRMHCXX","3","1.75","1596","0","0","BB"
"2019-12-11","Us","B07NRMHVXX","24","13.48","8674","13.18","2","BB"
"2019-12-11","Us","B07Q2BHCXX","8","4.74","7960","0","0","BB"
"2019-12-11","Us","B077ZRP3XX","844","604.8399999999999","88498","4139.4800000000005","136","CC"
"2019-12-11","Us","B078NVL7XX","126","65.72","13668","675.72","22","CC"
"2019-12-11","Us","B07DJ32VXX","0","0","402","0","0","CC"
"2019-12-11","Us","B07DJ3WCXX","86","41.06","6731","315.51","9","CC"
"2019-12-11","Us","B07DJ429XX","10","4.42","468","0","0","CC"
"2019-12-11","Us","B07DJ4ZGXX","52","30.119999999999997","5287","52.52","2","CC"
"2019-12-11","Us","B07FNPP7XX","10","5.74","3092","0","0","CC"
"2019-12-11","Us","B07KF8L7XX","678","364.62","176144","2549.46","80","CC"
"2019-12-11","Us","B07PSGNTXX","6","1.89","969","0","0","CC"
"2019-12-11","Us","B07TSH3BXX","6","2.14","1452","0","0","CC"
"2019-12-11","Us","B07TYV11XX","6","2.94","802","0","0","CC"
"2019-12-11","Us","B07Y4ZTBXX","28","21.22","9808","71.98","2","CC"
"2019-12-11","Us","B01M29YGXX","10","7.84","2712","0","0","DD"
"2019-12-11","Us","B01N4876XX","2","1.46","995","0","0","DD"
"2019-12-11","Us","B07HNXPXXX","7","5.16","2645","0","0","DD"
"2019-12-11","Us","B07HNXVZXX","20","21.14","3845","30.59","1","DD"
"2019-12-11","Us","B07PQ5XNXX","7","7.7","2898","0","0","DD"
"2019-12-11","Us","B07PR959XX","18","12.06","4305","70.99","1","DD"
"2019-12-11","Us","B07S2QGSXX","8","6.75","4298","0","0","DD"
"2019-12-11","Us","B07QBPSQXX","87","48.019999999999996","8990","322.87","13","EE"
"2019-12-11","Us","B07QBPTNXX","34","20.990000000000002","15368","73.98","2","EE"
"2019-12-11","Us","B07QLPG8XX","57","36.18","36335","149.96","4","EE"
"2019-12-11","Us","B07QPR1PXX","52","34.11","16699","368.89","11","EE"
"2019-12-11","Us","B07QV4QTXX","1","0.61","106","0","0","EE"
"2019-12-11","Us","B07QV4S8XX","8","5.1","1632","8.99","1","EE"
"2019-12-11","Us","B07QY6R8XX","0","0","465","0","0","EE"
"2019-12-11","Us","B07R1HZVXX","2","1.49","661","0","0","EE"
"2019-12-11","Us","B07R2KP9XX","3","2.19","638","17.98","2","EE"
"2019-12-11","Us","B07S291NXX","0","0","83","0","0","EE"
"2019-12-11","Us","B07S4HN2XX","0","0","118","0","0","EE"
"2019-12-11","Us","B07TB311XX","3","3.1","453","0","0","EE"
"2019-12-12","Ca","B074M6KGXX","41","32.29","4179","215.74","7","AA"
"2019-12-12","Ca","B074M766XX","11","7.01","1006","36.46","1","AA"
"2019-12-12","Ca","B078NT86XX","24","10.9","9675","0","0","CC"
"2019-12-12","Ca","B019R84IXX","2","1.6","381","0","0","DD"
"2019-12-12","Ca","B06VTR57XX","7","6.89","648","41.78","1","DD"
"2019-12-12","Jp","B07X9LFKXX","9","2.67","2513","0","0","AA"
"2019-12-12","Jp","B07XCMZ1XX","23","6.69","3163","0","0","AA"
"2019-12-12","Jp","B07R7PRDXX","30","5.65","6790","0","0","BB"
"2019-12-12","Jp","B07R9XMRXX","8","0.3","579","0","0","BB"
"2019-12-12","Jp","B07VNCB3XX","17","4.01","2602","22.23","1","CC"
"2019-12-12","Jp","B07VPBDCXX","0","0","6","0","0","CC"
"2019-12-12","Jp","B01M3V7XXX","7","1.27","1153","0","0","DD"
"2019-12-12","Us","B07PRL2MXX","13","15.52","2272","139.98","2","AA"
"2019-12-12","Us","B07TS5LSXX","10","8.08","4087","0","0","AA"
"2019-12-12","Us","B07WJYSSXX","50","40.26","8015","179.97","3","AA"
"2019-12-12","Us","B07WNT69XX","10","5.19","4605","0","0","AA"
"2019-12-12","Us","B06ZZRQKXX","30","21.89","19013","77.97","3","BB"
"2019-12-12","Us","B075M1F4XX","28","25.69","34768","0","0","BB"
"2019-12-12","Us","B07JXYLXXX","27","28.49","3190","139.98","2","BB"
"2019-12-12","Us","B07NRMHCXX","3","1.9","1317","0","0","BB"
"2019-12-12","Us","B07NRMHVXX","27","15.03","5786","22.17","3","BB"
"2019-12-12","Us","B07Q2BHCXX","5","3.22","5856","0","0","BB"
"2019-12-12","Us","B077ZRP3XX","398","284.53","48075","2392.77","79","CC"
"2019-12-12","Us","B078NVL7XX","71","40.489999999999995","5744","470.70000000000005","15","CC"
"2019-12-12","Us","B07DJ32VXX","3","1.28","362","0","0","CC"
"2019-12-12","Us","B07DJ3WCXX","54","25.009999999999998","3225","183.11","5","CC"
"2019-12-12","Us","B07DJ429XX","4","1.31","193","0","0","CC"
"2019-12-12","Us","B07DJ4ZGXX","40","24.04","4240","180.01999999999998","6","CC"
"2019-12-12","Us","B07FNPP7XX","12","8.11","1371","0","0","CC"
"2019-12-12","Us","B07KF8L7XX","270","142.43","64278","718.76","22","CC"
"2019-12-12","Us","B07PSGNTXX","1","0.24","950","0","0","CC"
"2019-12-12","Us","B07TSH3BXX","1","0.6","1173","37.71","1","CC"
"2019-12-12","Us","B07TYV11XX","2","1.19","386","0","0","CC"
"2019-12-12","Us","B07Y4ZTBXX","10","6.45","4703","36.89","1","CC"
"2019-12-12","Us","B01M29YGXX","0","0","25","0","0","DD"
"2019-12-12","Us","B01N4876XX","6","5.13","6941","0","0","DD"
"2019-12-12","Us","B07HNXPXXX","8","5.01","1846","0","0","DD"
"2019-12-12","Us","B07HNXVZXX","19","25.6","3263","103.57","3","DD"
"2019-12-12","Us","B07PQ5XNXX","11","10.969999999999999","6983","0","0","DD"
"2019-12-12","Us","B07S2QGSXX","7","5.9","2227","0","0","DD"
"2019-12-12","Us","B07QBPSQXX","86","46.44","10270","192.93","7","EE"
"2019-12-12","Us","B07QBPTNXX","38","20.96","16341","290.91999999999996","8","EE"
"2019-12-12","Us","B07QLPG8XX","75","47.72","35795","311.92","8","EE"
"2019-12-12","Us","B07QPR1PXX","46","28.92","12326","103.97","3","EE"
"2019-12-12","Us","B07QV4QTXX","2","1.37","130","0","0","EE"
"2019-12-12","Us","B07QV4S8XX","7","4.89","2401","0","0","EE"
"2019-12-12","Us","B07QY6R8XX","0","0","410","0","0","EE"
"2019-12-12","Us","B07R1HZVXX","1","0.74","573","0","0","EE"
"2019-12-12","Us","B07R2KP9XX","3","2.24","417","0","0","EE"
"2019-12-12","Us","B07S291NXX","0","0","105","0","0","EE"
"2019-12-12","Us","B07S4HN2XX","0","0","115","0","0","EE"
"2019-12-12","Us","B07TB311XX","0","0","598","0","0","EE"
"2019-12-13","Ca","B074M6KGXX","41","29.060000000000002","7182","91.16","3","AA"
"2019-12-13","Ca","B074M766XX","15","10.84","855","36.46","1","AA"
"2019-12-13","Ca","B078NT86XX","29","12.71","8434","121.55","4","CC"
"2019-12-13","Ca","B06VTR57XX","11","12.44","1522","43.3","1","DD"
"2019-12-13","Jp","B07X9LFKXX","7","1.66","2822","27.21","1","AA"
"2019-12-13","Jp","B07XCMZ1XX","27","7.73","3565","0","0","AA"
"2019-12-13","Jp","B07R7PRDXX","29","4.75","7604","0","0","BB"
"2019-12-13","Jp","B07R9XMRXX","3","0.13","258","0","0","BB"
"2019-12-13","Jp","B07VNCB3XX","24","7.06","5576","44.46","2","CC"
"2019-12-13","Jp","B01M3V7XXX","23","5.59","2613","43.13","2","DD"
"2019-12-13","Us","B07PRL2MXX","13","16.5","3135","68.99","1","AA"
"2019-12-13","Us","B07TS5LSXX","11","7.75","2924","68.99","1","AA"
"2019-12-13","Us","B07WJYSSXX","53","39.98","10064","486.92","8","AA"
"2019-12-13","Us","B07WNT69XX","8","4.9","2551","0","0","AA"
"2019-12-13","Us","B06ZZRQKXX","40","27.23","10128","49.98","2","BB"
"2019-12-13","Us","B075M1F4XX","26","24.21","20045","39.99","1","BB"
"2019-12-13","Us","B07JXYLXXX","25","27.95","3477","139.98","2","BB"
"2019-12-13","Us","B07NRMHCXX","3","1.77","1394","0","0","BB"
"2019-12-13","Us","B07NRMHVXX","21","12.61","6811","32.95","5","BB"
"2019-12-13","Us","B07Q2BHCXX","8","5.19","8794","0","0","BB"
"2019-12-13","Us","B077ZRP3XX","504","377.72","61095","3249.46","106","CC"
"2019-12-13","Us","B078NVL7XX","85","45.69","7160","292.06","9","CC"
"2019-12-13","Us","B07DJ32VXX","3","0.67","334","0","0","CC"
"2019-12-13","Us","B07DJ3WCXX","46","24.5","2635","259.68","7","CC"
"2019-12-13","Us","B07DJ429XX","5","1.26","462","36.99","1","CC"
"2019-12-13","Us","B07DJ4ZGXX","83","50.62","6695","383.41999999999996","12","CC"
"2019-12-13","Us","B07FNPP7XX","14","11.02","3613","104.61","3","CC"
"2019-12-13","Us","B07KF8L7XX","348","182.01999999999998","80591","1014.49","31","CC"
"2019-12-13","Us","B07PSGNTXX","7","2.33","784","31.49","1","CC"
"2019-12-13","Us","B07TSH3BXX","8","4","2695","130.9","4","CC"
"2019-12-13","Us","B07TYV11XX","4","2.82","757","0","0","CC"
"2019-12-13","Us","B07Y4ZTBXX","6","3.73","1965","65.32","2","CC"
"2019-12-13","Us","B01N4876XX","7","5.8","5992","0","0","DD"
"2019-12-13","Us","B07HNXPXXX","15","10.34","7635","116.97","3","DD"
"2019-12-13","Us","B07HNXVZXX","20","30.74","3437","0","0","DD"
"2019-12-13","Us","B07PQ5XNXX","11","9.8","6383","0","0","DD"
"2019-12-13","Us","B07S2QGSXX","7","6.49","4102","0","0","DD"
"2019-12-13","Us","B07QBPSQXX","64","35.92","13249","214.92","8","EE"
"2019-12-13","Us","B07QBPTNXX","34","18.75","13010","226.93","7","EE"
"2019-12-13","Us","B07QLPG8XX","48","28.68","43994","352.91","9","EE"
"2019-12-13","Us","B07QPR1PXX","54","36.17","16447","283.92","8","EE"
"2019-12-13","Us","B07QV4QTXX","1","0.65","299","0","0","EE"
"2019-12-13","Us","B07QV4S8XX","3","2.18","2870","0","0","EE"
"2019-12-13","Us","B07QY6R8XX","0","0","901","0","0","EE"
"2019-12-13","Us","B07R1HZVXX","7","5.05","1308","8.99","1","EE"
"2019-12-13","Us","B07R2KP9XX","4","2.31","939","0","0","EE"
"2019-12-13","Us","B07S291NXX","0","0","130","0","0","EE"
"2019-12-13","Us","B07S4HN2XX","3","2.4","542","0","0","EE"
"2019-12-13","Us","B07TB311XX","5","5.67","1032","0","0","EE"
"2019-12-14","Ca","B074M6KGXX","33","24.58","4741","124.58","4","AA"
"2019-12-14","Ca","B074M766XX","10","6.7","704","36.46","1","AA"
"2019-12-14","Ca","B078NT86XX","33","13.45","8070","0","0","CC"
