"date","country","liulan","buyer","on_sell","sales_refund","refund_ratio","gmv_total","sales_total","brand"
"2019-12-23","Jp","0","0","0","0","0.0","0.0","0","EE"
"2019-12-24","Jp","0","0","0","0","0.0","0.0","0","EE"
"2019-12-25","Jp","0","0","0","0","0.0","0.0","0","EE"
"2019-12-26","Jp","0","0","0","0","0.0","0.0","0","EE"
"2019-12-27","Jp","0","0","0","0","0.0","0.0","0","EE"
"2019-12-28","Jp","0","0","0","0","0.0","0.0","0","EE"
"2019-12-29","Jp","0","0","0","0","0.0","0.0","0","EE"
"2019-12-30","Jp","0","0","0","0","0.0","0.0","0","EE"
"2019-12-31","Jp","0","0","0","0","0.0","0.0","0","EE"
"2019-12-01","Us","654","421","20","2","0.032799999999999996","1779.18","62","EE"
"2019-12-02","Us","1070","668","20","3","0.0183","4450.16","164","EE"
"2019-12-03","Us","672","421","20","2","0.0345","1618.42","59","EE"
"2019-12-04","Us","783","443","20","1","0.013300000000000001","2179.25","76","EE"
"2019-12-05","Us","612","423","20","3","0.0492","1694.39","61","EE"
"2019-12-06","Us","593","406","20","3","0.0319","2706.06","94","EE"
"2019-12-07","Us","587","393","20","0","0.0","1975.31","69","EE"
"2019-12-08","Us","691","461","20","0","0.0","3411.8399999999997","116","EE"
"2019-12-09","Us","731","508","20","3","0.024399999999999998","3443.77","123","EE"
"2019-12-10","Us","699","450","20","4","0.048799999999999996","2558.18","83","EE"
"2019-12-11","Us","726","478","20","2","0.0196","2995.97","103","EE"
"2019-12-12","Us","774","489","20","5","0.0455","3238.89","111","EE"
"2019-12-13","Us","716","474","20","1","0.0076","3889.67","133","EE"
"2019-12-14","Us","705","476","20","0","0.0","3638.77","124","EE"
"2019-12-15","Us","727","501","20","2","0.0146","3924.64","137","EE"
"2019-12-16","Us","881","556","20","0","0.0","3674.76","124","EE"
"2019-12-17","Us","717","447","20","4","0.026699999999999998","4525.48","152","EE"
"2019-12-18","Us","562","370","20","5","0.0435","3610.85","115","EE"
"2019-12-19","Us","530","329","20","4","0.0449","2646.09","91","EE"
"2019-12-20","Us","551","359","20","3","0.030600000000000002","2781.02","98","EE"
"2019-12-21","Us","500","330","20","1","0.012","2405.14","87","EE"
"2019-12-22","Us","392","259","20","0","0.0","1107.63","37","EE"
"2019-12-23","Us","343","210","20","6","0.2727","501.78","22","EE"
"2019-12-24","Us","266","147","20","0","0.0","304.86","14","EE"
"2019-12-25","Us","395","201","19","0","0.0","617.78","22","EE"
"2019-12-26","Us","384","218","19","2","0.0909","597.78","22","EE"
"2019-12-27","Us","275","163","19","2","0.0833","661.76","24","EE"
"2019-12-28","Us","244","175","19","0","0.0","500.8","20","EE"
"2019-12-29","Us","259","163","18","0","0.0","459.82","18","EE"
"2019-12-30","Us","399","196","18","4","0.2353","430.82","18","EE"
"2019-12-31","Us","250","137","17","2","0.1333","453.84000000000003","16","EE"
